,LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate
194,195,2015-10-18,"18:02:09,667",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
195,196,2015-10-18,"18:02:09,667",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
196,197,2015-10-18,"18:02:10,667",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
197,198,2015-10-18,"18:02:10,667",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
198,199,2015-10-18,"18:02:11,714",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
199,200,2015-10-18,"18:02:11,714",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
200,201,2015-10-18,"18:02:12,745",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
201,202,2015-10-18,"18:02:12,745",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
202,203,2015-10-18,"18:02:12,808",INFO,Socket Reader #1 for port 62270,SecurityLogger.org.apache.hadoop.ipc.Server,Auth successful for job_1445144423722_0020 (auth:SIMPLE),"68    E29
Name: EventId, dtype: object","68    Auth successful for job_1445144423722_0020 (au...
Name: EventTemplate, dtype: object"
203,204,2015-10-18,"18:02:12,855",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID : jvm_1445144423722_0020_m_000004 asked for a task,"69    E30
Name: EventId, dtype: object","69    JVM with ID : <*> asked for a task
Name: EventTemplate, dtype: object"
204,205,2015-10-18,"18:02:12,855",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID: jvm_1445144423722_0020_m_000004 given task: attempt_1445144423722_0020_m_000002_0,"70    E31
Name: EventId, dtype: object","70    JVM with ID: <*> given task: <*>
Name: EventTemplate, dtype: object"
205,206,2015-10-18,"18:02:13,902",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
206,207,2015-10-18,"18:02:13,902",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
207,208,2015-10-18,"18:02:14,933",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
208,209,2015-10-18,"18:02:14,933",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
209,210,2015-10-18,"18:02:15,949",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
210,211,2015-10-18,"18:02:15,949",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
211,212,2015-10-18,"18:02:17,027",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.023958297,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
212,213,2015-10-18,"18:02:17,058",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
213,214,2015-10-18,"18:02:17,058",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
214,215,2015-10-18,"18:02:18,105",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
215,216,2015-10-18,"18:02:18,105",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
216,217,2015-10-18,"18:02:19,152",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
217,218,2015-10-18,"18:02:19,152",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
218,219,2015-10-18,"18:02:20,168",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
219,220,2015-10-18,"18:02:20,168",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
220,221,2015-10-18,"18:02:20,558",INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.065791264,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
221,222,2015-10-18,"18:02:21,261",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
222,223,2015-10-18,"18:02:21,261",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
223,224,2015-10-18,"18:02:21,699",INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.05713628,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
224,225,2015-10-18,"18:02:22,402",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
225,226,2015-10-18,"18:02:22,402",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
226,227,2015-10-18,"18:02:23,465",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
227,228,2015-10-18,"18:02:23,465",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
228,229,2015-10-18,"18:02:24,527",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
229,230,2015-10-18,"18:02:24,527",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
230,231,2015-10-18,"18:02:24,543",INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10004553,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
231,232,2015-10-18,"18:02:24,949",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.079464614,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
232,233,2015-10-18,"18:02:25,058",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.06741504,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
233,234,2015-10-18,"18:02:25,590",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
234,235,2015-10-18,"18:02:25,590",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
235,236,2015-10-18,"18:02:26,668",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
236,237,2015-10-18,"18:02:26,668",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
237,238,2015-10-18,"18:02:27,746",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
238,239,2015-10-18,"18:02:27,746",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
239,240,2015-10-18,"18:02:27,965",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
240,241,2015-10-18,"18:02:28,856",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
241,242,2015-10-18,"18:02:28,856",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
242,243,2015-10-18,"18:02:28,965",INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.10501281,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
243,244,2015-10-18,"18:02:29,090",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.103304505,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
244,245,2015-10-18,"18:02:29,918",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
245,246,2015-10-18,"18:02:29,918",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
246,247,2015-10-18,"18:02:30,949",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
247,248,2015-10-18,"18:02:30,949",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
248,249,2015-10-18,"18:02:31,668",INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
249,250,2015-10-18,"18:02:31,996",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
250,251,2015-10-18,"18:02:31,996",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
251,252,2015-10-18,"18:02:32,434",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.1066108,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
252,253,2015-10-18,"18:02:32,715",INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.10660437,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
253,254,2015-10-18,"18:02:33,012",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
254,255,2015-10-18,"18:02:33,012",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
255,256,2015-10-18,"18:02:34,043",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
256,257,2015-10-18,"18:02:34,043",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
257,258,2015-10-18,"18:02:35,090",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
258,259,2015-10-18,"18:02:35,090",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
259,260,2015-10-18,"18:02:35,231",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
260,261,2015-10-18,"18:02:35,809",INFO,IPC Server handler 11 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.1066108,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
261,262,2015-10-18,"18:02:36,137",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
262,263,2015-10-18,"18:02:36,137",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
263,264,2015-10-18,"18:02:36,215",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.10660437,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
264,265,2015-10-18,"18:02:37,169",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
265,266,2015-10-18,"18:02:37,169",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
266,267,2015-10-18,"18:02:38,200",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
267,268,2015-10-18,"18:02:38,200",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
268,269,2015-10-18,"18:02:38,762",INFO,IPC Server handler 28 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
269,270,2015-10-18,"18:02:39,200",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.1066108,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
270,271,2015-10-18,"18:02:39,216",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
271,272,2015-10-18,"18:02:39,216",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
272,273,2015-10-18,"18:02:39,622",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.10660437,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
273,274,2015-10-18,"18:02:40,247",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
274,275,2015-10-18,"18:02:40,247",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
275,276,2015-10-18,"18:02:41,309",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
276,277,2015-10-18,"18:02:41,309",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
277,278,2015-10-18,"18:02:42,200",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
278,279,2015-10-18,"18:02:42,341",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
279,280,2015-10-18,"18:02:42,341",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
280,281,2015-10-18,"18:02:43,060",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.1066108,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
281,282,2015-10-18,"18:02:43,263",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.10660437,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
282,283,2015-10-18,"18:02:43,388",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","48    E19
Name: EventId, dtype: object","48    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
283,284,2015-10-18,"18:02:43,388",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"49    E70
Name: EventId, dtype: object","49    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
