,LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate
200,201,Jul,1,22:08:16,calvisitor-10-105-163-202,WindowServer,184,,"device_generate_desktop_screenshot: authw 0x7fa823c89600(2000), shield 0x7fa8258cac00(2001)","175    E271
Name: EventId, dtype: object","175    device_generate_desktop_screenshot: authw <*> ...
Name: EventTemplate, dtype: object"
201,202,Jul,1,22:12:41,calvisitor-10-105-163-202,iconservicesagent,328,,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: 0x7f9950606790>.,"355    E206
Name: EventId, dtype: object","355    -[ISGenerateImageOp generateImageWithCompletio...
Name: EventTemplate, dtype: object"
202,203,Jul,1,22:13:49,calvisitor-10-105-163-202,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,"179    E269
Name: EventId, dtype: object","179    send_datagram_available_ping: pid 445 failed t...
Name: EventTemplate, dtype: object"
203,204,Jul,1,22:19:34,calvisitor-10-105-163-202,iconservicesagent,328,,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: 0x7f9950606790>.,"355    E206
Name: EventId, dtype: object","355    -[ISGenerateImageOp generateImageWithCompletio...
Name: EventTemplate, dtype: object"
204,205,Jul,1,22:20:14,calvisitor-10-105-163-202,WindowServer,184,,"device_generate_desktop_screenshot: authw 0x7fa823c89600(2000), shield 0x7fa8258cac00(2001)","175    E271
Name: EventId, dtype: object","175    device_generate_desktop_screenshot: authw <*> ...
Name: EventTemplate, dtype: object"
205,206,Jul,1,22:20:57,calvisitor-10-105-163-202,iconservicesagent,328,,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: 0x7f9950712080>.,"355    E206
Name: EventId, dtype: object","355    -[ISGenerateImageOp generateImageWithCompletio...
Name: EventTemplate, dtype: object"
206,207,Jul,1,22:20:58,calvisitor-10-105-163-202,quicklookd,31687,,Error returned from iconservicesagent: (null),"395    E157
Name: EventId, dtype: object","395    Error returned from iconservicesagent: (null)
Name: EventTemplate, dtype: object"
207,208,Jul,1,22:22:59,calvisitor-10-105-163-202,CalendarAgent,279,,[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].],"2    E405
Name: EventId, dtype: object","2    [com.apple.calendar.store.log.caldav.coredav] ...
Name: EventTemplate, dtype: object"
208,209,Jul,1,22:25:38,calvisitor-10-105-163-202,locationd,82,,"NETWORK: requery, 0, 0, 0, 0, 250, items, fQueryRetries, 0, fLastRetryTimestamp, 520665636.6","5    E363
Name: EventId, dtype: object","5    NETWORK: requery, 0, 0, 0, 0, <*> items, fQuer...
Name: EventTemplate, dtype: object"
209,210,Jul,1,22:30:15,calvisitor-10-105-163-202,QQ,10018,,button report: 0x8002bdf,"286    E115
Name: EventId, dtype: object","286    <*> <*>
Name: EventTemplate, dtype: object"
210,211,Jul,1,23:32:34,calvisitor-10-105-163-202,kernel,0,,"ARPT: 640362.070027: wl0: wl_update_tcpkeep_seq: Original Seq: 2000710617, Ack: 2120985509, Win size: 4096","357    E357
Name: EventId, dtype: object","357    ARPT: <*> wl0: wl_update_tcpkeep_seq: Original...
Name: EventTemplate, dtype: object"
211,212,Jul,1,23:32:34,calvisitor-10-105-163-202,kernel,0,,Previous sleep cause: 5,"15    E119
Name: EventId, dtype: object","15    Previous sleep cause: 5
Name: EventTemplate, dtype: object"
212,213,Jul,1,23:32:34,calvisitor-10-105-163-202,kernel,0,,AirPort: Link Up on awdl0,"261    E166
Name: EventId, dtype: object","261    AirPort: Link Up on awdl0
Name: EventTemplate, dtype: object"
213,214,Jul,1,23:46:06,calvisitor-10-105-163-202,kernel,0,,Wake reason: RTC (Alarm),"348    E159
Name: EventId, dtype: object","348    Wake reason: RTC (Alarm)
Name: EventTemplate, dtype: object"
214,215,Jul,1,23:46:06,calvisitor-10-105-163-202,kernel,0,,AppleThunderboltNHIType2::prePCIWake - power up complete - took 2 us,"248    E88
Name: EventId, dtype: object","248    AppleThunderboltNHIType2::prePCIWake - power u...
Name: EventTemplate, dtype: object"
215,216,Jul,1,23:46:06,calvisitor-10-105-163-202,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,"299    E356
Name: EventId, dtype: object","299    IOThunderboltSwitch<0>(0x0)::listenerCallback ...
Name: EventTemplate, dtype: object"
216,217,Jul,2,02:18:39,calvisitor-10-105-163-202,sharingd,30299,,02:18:39.156 : BTLE scanner Powered On,"183    E3
Name: EventId, dtype: object","183    <*> : <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
217,218,Jul,2,02:18:39,calvisitor-10-105-163-202,configd,53,,network changed: v4(en0-:10.105.163.202) v6(en0:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS! Proxy SMB,"174    E406
Name: EventId, dtype: object","174    network changed: v4(en0-:10.105.163.202) v6(en...
Name: EventTemplate, dtype: object"
218,219,Jul,2,02:19:03,calvisitor-10-105-163-202,com.apple.AddressBook.InternetAccountsBridge,31953,,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,"410    E399
Name: EventId, dtype: object","410    dnssd_clientstub ConnectToServer: connect() fa...
Name: EventTemplate, dtype: object"
219,220,Jul,2,02:32:17,calvisitor-10-105-163-202,kernel,0,,hibernate_page_list_setall found pageCount 448015,"451    E9
Name: EventId, dtype: object","451    hibernate_page_list_setall found pageCount <*>
Name: EventTemplate, dtype: object"
220,221,Jul,2,02:32:17,calvisitor-10-105-163-202,kernel,0,,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService::start Could not make a string from out connection notification key,"282    E304
Name: EventId, dtype: object","282    [HID] [ATC] [Error] AppleDeviceManagementHIDEv...
Name: EventTemplate, dtype: object"
221,222,Jul,2,02:32:17,calvisitor-10-105-163-202,kernel,0,,en0: BSSID changed to 5c:50:15:4c:18:1c,"253    E10
Name: EventId, dtype: object","253    en0: BSSID changed to <*>
Name: EventTemplate, dtype: object"
222,223,Jul,2,02:32:17,calvisitor-10-105-163-202,kernel,0,,[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- 0x7000,"384    E207
Name: EventId, dtype: object","384    [IOBluetoothFamily][staticBluetoothTransportSh...
Name: EventTemplate, dtype: object"
223,224,Jul,2,10:11:17,authorMacBook-Pro,networkd,195,,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x8000000000000000 to 0x4,"259    E11
Name: EventId, dtype: object","259    nw_nat64_post_new_ifstate successfully changed...
Name: EventTemplate, dtype: object"
224,225,Jul,2,10:20:52,calvisitor-10-105-163-202,QQ,10018,,FA||Url||taskID[2019353117] dealloc,"416    E110
Name: EventId, dtype: object","416    <*> <*>
Name: EventTemplate, dtype: object"
225,226,Jul,2,10:27:44,calvisitor-10-105-163-202,locationd,82,,"NETWORK: requery, 0, 0, 0, 0, 250, items, fQueryRetries, 0, fLastRetryTimestamp, 520708962.7","5    E363
Name: EventId, dtype: object","5    NETWORK: requery, 0, 0, 0, 0, <*> items, fQuer...
Name: EventTemplate, dtype: object"
226,227,Jul,2,10:40:07,calvisitor-10-105-163-202,GoogleSoftwareUpdateAgent,32012,,"2017-07-02 10:40:07.676 GoogleSoftwareUpdateAgent[32012/0x7000002a0000] [lvl=2] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for ""com.google.Keystone"" using engine <KSUpdateEngine:0x100313e70 ticketStore=<KSPersistentTicketStore:0x100332a60 store=<KSKeyedPersistentStore:0x100315fa0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" lockFile=<KSLockFile:0x1003176d0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore.lock"" locked=NO > >> processor=<KSActionProcessor:0x1003143e0 delegate=<KSUpdateEngine:0x100313e70> isProcessing=NO actionsCompleted=0 progress=0.00 errors=0 currentActionErrors=0 events=0 currentActionEvents=0 actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:0x100311a10 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers""> errors=0 >","230    E434
Name: EventId, dtype: object","230    2017-07-02 10:40:07.676 GoogleSoftwareUpdateAg...
Name: EventTemplate, dtype: object"
227,228,Jul,2,11:38:49,calvisitor-10-105-163-202,QQ,10018,,2017/07/02 11:38:49.414 | I | VoipWrapper  | DAVEngineImpl.cpp:1400:Close             | close video chat. llFriendUIN = ******2341.,"59    E407
Name: EventId, dtype: object","59    <*> <*> | I | VoipWrapper  | DAVEngineImpl.cpp...
Name: EventTemplate, dtype: object"
228,229,Jul,2,11:39:07,calvisitor-10-105-163-202,kernel,0,,"ARPT: 645791.413780: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 156,","209    E378
Name: EventId, dtype: object","209    ARPT: <*> IOPMPowerSource Information: <*>  Sl...
Name: EventTemplate, dtype: object"
229,230,Jul,2,11:42:54,calvisitor-10-105-163-202,kernel,0,,Previous sleep cause: 5,"15    E119
Name: EventId, dtype: object","15    Previous sleep cause: 5
Name: EventTemplate, dtype: object"
230,231,Jul,2,11:42:54,calvisitor-10-105-163-202,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,"299    E356
Name: EventId, dtype: object","299    IOThunderboltSwitch<0>(0x0)::listenerCallback ...
Name: EventTemplate, dtype: object"
231,232,Jul,2,11:42:55,authorMacBook-Pro,kernel,0,,ARPT: 645795.024045: ARPT: Wake Reason: Wake on Scan offload,"227    E41
Name: EventId, dtype: object","227    ARPT: <*> ARPT: Wake Reason: Wake on <*> <*>
Name: EventTemplate, dtype: object"
232,233,Jul,2,11:43:53,calvisitor-10-105-163-202,kernel,0,,"PM response took 28003 ms (54, powerd)","199    E42
Name: EventId, dtype: object","199    PM response took <*> ms <*> <*>
Name: EventTemplate, dtype: object"
233,234,Jul,2,12:15:23,calvisitor-10-105-163-202,kernel,0,,Bluetooth -- LE is supported - Disable LE meta event,"50    E12
Name: EventId, dtype: object","50    Bluetooth -- LE is supported - Disable LE meta...
Name: EventTemplate, dtype: object"
234,235,Jul,2,12:15:23,calvisitor-10-105-163-202,sharingd,30299,,12:15:23.005 : Discoverable mode changed to Off,"232    E13
Name: EventId, dtype: object","232    12:15:23.005 : Discoverable mode changed to Off
Name: EventTemplate, dtype: object"
235,236,Jul,2,12:15:24,authorMacBook-Pro,QQ,10018,,tcp_connection_handle_connect_conditions_bad 19617 failed: 3 - No network route,"221    E14
Name: EventId, dtype: object","221    tcp_connection_handle_connect_conditions_bad <...
Name: EventTemplate, dtype: object"
236,237,Jul,2,12:15:30,authorMacBook-Pro,UserEventAgent,43,,Captive: CNPluginHandler en0: Authenticated,"233    E177
Name: EventId, dtype: object","233    Captive: CNPluginHandler en0: <*>
Name: EventTemplate, dtype: object"
237,238,Jul,2,12:29:56,calvisitor-10-105-163-202,kernel,0,,ARPT: 645957.322055: wl0: setup_keepalive: Local IP: 10.105.163.202,"241    E272
Name: EventId, dtype: object","241    ARPT: <*> wl0: setup_keepalive: <*> IP: <*>
Name: EventTemplate, dtype: object"
238,239,Jul,2,12:43:24,calvisitor-10-105-163-202,locationd,82,,Location icon should now be in state 'Active',"412    E45
Name: EventId, dtype: object","412    Location icon should now be in state <*>
Name: EventTemplate, dtype: object"
239,240,Jul,2,12:56:19,calvisitor-10-105-163-202,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 4,"418    E83
Name: EventId, dtype: object","418    <*> - <*> = <*>
Name: EventTemplate, dtype: object"
240,241,Jul,2,13:00:07,calvisitor-10-105-163-202,kernel,0,,AirPort: Link Down on awdl0. Reason 1 (Unspecified).,"360    E84
Name: EventId, dtype: object","360    AirPort: Link Down on awdl0. Reason 1 (Unspeci...
Name: EventTemplate, dtype: object"
241,242,Jul,2,13:01:36,calvisitor-10-105-163-202,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,"418    E83
Name: EventId, dtype: object","418    <*> - <*> = <*>
Name: EventTemplate, dtype: object"
242,243,Jul,2,13:01:37,authorMacBook-Pro,kernel,0,,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,"433    E5
Name: EventId, dtype: object","433    IO80211AWDLPeerManager::setAwdlOperatingMode S...
Name: EventTemplate, dtype: object"
243,244,Jul,2,13:02:03,calvisitor-10-105-163-202,com.apple.AddressBook.InternetAccountsBridge,32155,,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,"410    E399
Name: EventId, dtype: object","410    dnssd_clientstub ConnectToServer: connect() fa...
Name: EventTemplate, dtype: object"
244,245,Jul,2,13:03:10,calvisitor-10-105-163-202,kernel,0,,Previous sleep cause: 5,"15    E119
Name: EventId, dtype: object","15    Previous sleep cause: 5
Name: EventTemplate, dtype: object"
245,246,Jul,2,13:03:10,authorMacBook-Pro,kernel,0,,ARPT: 646193.687729: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],"193    E40
Name: EventId, dtype: object","193    ARPT: <*> <*> <*>
Name: EventTemplate, dtype: object"
246,247,Jul,2,13:03:41,calvisitor-10-105-163-202,AddressBookSourceSync,32160,,Unrecognized attribute value: t:AbchPersonItemType,"99    E142
Name: EventId, dtype: object","99    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
247,248,Jul,2,13:05:38,calvisitor-10-105-163-202,kernel,0,,TBT W (2): 0x0040 [x],"62    E49
Name: EventId, dtype: object","62    TBT W (2): 0x0040 [x]
Name: EventTemplate, dtype: object"
248,249,Jul,2,13:05:40,authorMacBook-Pro,configd,53,,network changed: DNS* Proxy,"274    E178
Name: EventId, dtype: object","274    network changed: DNS*
Name: EventTemplate, dtype: object"
249,250,Jul,2,13:06:17,calvisitor-10-105-163-202,kernel,0,,"ARPT: 646292.668059: wl0: MDNS: 0 SRV Recs, 0 TXT Recs","417    E197
Name: EventId, dtype: object","417    ARPT: <*> wl0: MDNS: 0 SRV Recs, 0 TXT Recs
Name: EventTemplate, dtype: object"
250,251,Jul,2,13:10:47,calvisitor-10-105-163-202,kernel,0,,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,"10    E141
Name: EventId, dtype: object","10    IO80211AWDLPeerManager::setAwdlAutoMode Resumi...
Name: EventTemplate, dtype: object"
251,252,Jul,2,13:12:08,authorMacBook-Pro,networkd,195,,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID,"273    E266
Name: EventId, dtype: object","273    -[NETClientConnection effectiveBundleID] using...
Name: EventTemplate, dtype: object"
252,253,Jul,2,13:12:08,authorMacBook-Pro,symptomsd,215,,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,"263    E257
Name: EventId, dtype: object","263    __73-[NetworkAnalyticsEngine observeValueForKe...
Name: EventTemplate, dtype: object"
253,254,Jul,2,13:12:41,calvisitor-10-105-163-202,symptomsd,215,,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,"425    E361
Name: EventId, dtype: object","425    -[NetworkAnalyticsEngine _writeJournalRecord:f...
Name: EventTemplate, dtype: object"
254,255,Jul,2,13:13:22,authorMacBook-Pro,mDNSResponder,91,,mDNS_RegisterInterface: Frequent transitions for interface awdl0 (FE80:0000:0000:0000:D8A5:90FF:FEF5:7FFF),"319    E273
Name: EventId, dtype: object","319    mDNS_RegisterInterface: Frequent transitions f...
Name: EventTemplate, dtype: object"
255,256,Jul,2,13:44:22,calvisitor-10-105-163-202,kernel,0,,AppleThunderboltNHIType2::prePCIWake - power up complete - took 1 us,"248    E88
Name: EventId, dtype: object","248    AppleThunderboltNHIType2::prePCIWake - power u...
Name: EventTemplate, dtype: object"
256,257,Jul,2,13:44:30,authorMacBook-Pro,sandboxd,129,[10018],QQ(10018) deny mach-lookup com.apple.networking.captivenetworksupport,"268    E15
Name: EventId, dtype: object","268    QQ(10018) deny mach-lookup com.apple.networkin...
Name: EventTemplate, dtype: object"
257,258,Jul,2,13:44:55,calvisitor-10-105-163-202,kernel,0,,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,"10    E141
Name: EventId, dtype: object","10    IO80211AWDLPeerManager::setAwdlAutoMode Resumi...
Name: EventTemplate, dtype: object"
258,259,Jul,2,13:45:01,calvisitor-10-105-163-202,com.apple.AddressBook.InternetAccountsBridge,32208,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 2,"216    E204
Name: EventId, dtype: object","216    dnssd_clientstub ConnectToServer: connect()-> ...
Name: EventTemplate, dtype: object"
259,260,Jul,2,13:56:23,calvisitor-10-105-163-202,kernel,0,,ARPT: 646509.760609: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],"115    E255
Name: EventId, dtype: object","115    ARPT: <*> <*> <*>
Name: EventTemplate, dtype: object"
260,261,Jul,2,14:07:52,calvisitor-10-105-163-202,locationd,82,,Location icon should now be in state 'Active',"412    E45
Name: EventId, dtype: object","412    Location icon should now be in state <*>
Name: EventTemplate, dtype: object"
261,262,Jul,2,14:33:03,calvisitor-10-105-163-202,locationd,82,,Location icon should now be in state 'Inactive',"412    E45
Name: EventId, dtype: object","412    Location icon should now be in state <*>
Name: EventTemplate, dtype: object"
262,263,Jul,2,14:41:07,calvisitor-10-105-163-202,Safari,9852,,tcp_connection_tls_session_error_callback_imp 2044 __tcp_connection_tls_session_callback_write_block_invoke.434 error 22,"301    E305
Name: EventId, dtype: object","301    tcp_connection_tls_session_error_callback_imp ...
Name: EventTemplate, dtype: object"
263,264,Jul,2,14:44:01,calvisitor-10-105-163-202,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,"179    E269
Name: EventId, dtype: object","179    send_datagram_available_ping: pid 445 failed t...
Name: EventTemplate, dtype: object"
264,265,Jul,2,14:52:57,calvisitor-10-105-163-202,locationd,82,,Location icon should now be in state 'Active',"412    E45
Name: EventId, dtype: object","412    Location icon should now be in state <*>
Name: EventTemplate, dtype: object"
265,266,Jul,2,15:06:24,calvisitor-10-105-163-202,syslogd,44,,ASL Sender Statistics,"16    E179
Name: EventId, dtype: object","16    <*> <*> <*>
Name: EventTemplate, dtype: object"
266,267,Jul,2,15:33:55,calvisitor-10-105-163-202,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000300,"418    E83
Name: EventId, dtype: object","418    <*> - <*> = <*>
Name: EventTemplate, dtype: object"
267,268,Jul,2,15:34:11,calvisitor-10-105-163-202,secd,276,,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}","73    E398
Name: EventId, dtype: object","73    SOSAccountThisDeviceCanSyncWithCircle sync wit...
Name: EventTemplate, dtype: object"
268,269,Jul,2,15:46:40,calvisitor-10-105-163-202,GoogleSoftwareUpdateAgent,32432,,2017-07-02 15:46:40.516 GoogleSoftwareUpdateAgent[32432/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath:error:] KSOutOfProcessFetcher launched '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/ksfetch' with process id: 32433,"314    E408
Name: EventId, dtype: object","314    2017-07-02 15:46:40.516 GoogleSoftwareUpdateAg...
Name: EventTemplate, dtype: object"
269,270,Jul,2,15:46:40,calvisitor-10-105-163-202,GoogleSoftwareUpdateAgent,32432,,"2017-07-02 15:46:40.697 GoogleSoftwareUpdateAgent[32432/0x7000002a0000] [lvl=2] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'com.google.Keystone'.","442    E409
Name: EventId, dtype: object","442    2017-07-02 15:46:40.697 GoogleSoftwareUpdateAg...
Name: EventTemplate, dtype: object"
270,271,Jul,2,15:46:41,calvisitor-10-105-163-202,ksfetch,32435,,2017-07-02 15:46:41.445 ksfetch[32435/0x7fff79824000] [lvl=2] main() ksfetch fetching URL (<NSMutableURLRequest: 0x1005110b0> { URL: https://tools.google.com/service/update2?cup2hreq=53f725cf03f511fab16f19e789ce64aa1eed72395fc246e9f1100748325002f4&cup2key=7:1132320327 }) to folder:/tmp/KSOutOfProcessFetcher.YH2CjY1tnx/download,"100    E410
Name: EventId, dtype: object","100    <*> <*> <*> [lvl=2] main() ksfetch fetching UR...
Name: EventTemplate, dtype: object"
271,272,Jul,2,16:38:07,calvisitor-10-105-163-202,locationd,82,,Location icon should now be in state 'Inactive',"412    E45
Name: EventId, dtype: object","412    Location icon should now be in state <*>
Name: EventTemplate, dtype: object"
272,273,Jul,2,16:51:10,calvisitor-10-105-163-202,QQ,10018,,FA||Url||taskID[2019353182] dealloc,"416    E110
Name: EventId, dtype: object","416    <*> <*>
Name: EventTemplate, dtype: object"
273,274,Jul,2,16:55:53,calvisitor-10-105-163-202,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.pid.WebContent.32502,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.SearchHelper.xpc/Contents/MacOS/com.apple.Safari.SearchHelper error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc","428    E435
Name: EventId, dtype: object","428    Path not allowed in target domain: type = pid,...
Name: EventTemplate, dtype: object"
274,275,Jul,2,17:01:19,calvisitor-10-105-163-202,cloudd,326,,"SecOSStatusWith error:[-50] Error Domain=NSOSStatusErrorDomain Code=-50 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}","110    E403
Name: EventId, dtype: object","110    SecOSStatusWith error:[-50] Error Domain=NSOSS...
Name: EventTemplate, dtype: object"
275,276,Jul,2,17:07:56,calvisitor-10-105-163-202,locationd,82,,Location icon should now be in state 'Active',"412    E45
Name: EventId, dtype: object","412    Location icon should now be in state <*>
Name: EventTemplate, dtype: object"
276,277,Jul,2,17:11:18,calvisitor-10-105-163-202,Safari,9852,,tcp_connection_tls_session_error_callback_imp 2068 __tcp_connection_tls_session_callback_write_block_invoke.434 error 22,"301    E305
Name: EventId, dtype: object","301    tcp_connection_tls_session_error_callback_imp ...
Name: EventTemplate, dtype: object"
277,278,Jul,2,17:13:46,calvisitor-10-105-163-202,com.apple.WebKit.WebContent,32514,,[17:13:46.390] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7f92413e3000) rejecting report of layer being serviced - IQ has not yet begun to update,"370    E411
Name: EventId, dtype: object","370    [17:13:46.390] <<<< IQ-CA >>>> piqca_setUsePre...
Name: EventTemplate, dtype: object"
278,279,Jul,2,17:19:15,calvisitor-10-105-163-202,com.apple.WebKit.WebContent,32514,,[17:19:15.148] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306,"306    E412
Name: EventId, dtype: object","306    [17:19:15.148] itemasync_SetProperty signalled...
Name: EventTemplate, dtype: object"
279,280,Jul,2,17:34:21,calvisitor-10-105-163-202,Safari,9852,,KeychainGetICDPStatus: keychain: -25300,"432    E145
Name: EventId, dtype: object","432    KeychainGetICDPStatus: keychain: -25300
Name: EventTemplate, dtype: object"
280,281,Jul,2,17:36:15,calvisitor-10-105-163-202,Safari,9852,,KeychainGetICDPStatus: keychain: -25300,"432    E145
Name: EventId, dtype: object","432    KeychainGetICDPStatus: keychain: -25300
Name: EventTemplate, dtype: object"
281,282,Jul,2,17:39:27,calvisitor-10-105-163-202,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.pid.WebContent.32564,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.WebFeedParser.xpc/Contents/MacOS/com.apple.Safari.WebFeedParser error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc","428    E435
Name: EventId, dtype: object","428    Path not allowed in target domain: type = pid,...
Name: EventTemplate, dtype: object"
282,283,Jul,2,17:44:05,calvisitor-10-105-163-202,Safari,9852,,KeychainGetICDPStatus: keychain: -25300,"432    E145
Name: EventId, dtype: object","432    KeychainGetICDPStatus: keychain: -25300
Name: EventTemplate, dtype: object"
283,284,Jul,2,17:56:40,calvisitor-10-105-163-202,com.apple.ncplugin.WorldClock,32583,,host connection <NSXPCConnection: 0x7fddbbb015c0> connection from pid 30298 invalidated,"321    E16
Name: EventId, dtype: object","321    <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
284,285,Jul,2,17:56:40,calvisitor-10-105-163-202,com.apple.ncplugin.weather,32585,,Error in CoreDragRemoveReceiveHandler: -1856,"382    E17
Name: EventId, dtype: object","382    Error in CoreDragRemoveReceiveHandler: -1856
Name: EventTemplate, dtype: object"
285,286,Jul,2,18:08:55,calvisitor-10-105-163-202,kernel,0,,ARPT: 661549.802297: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,"31    E18
Name: EventId, dtype: object","31    ARPT: <*> wl0: leaveModulePoweredForOffloads: ...
Name: EventTemplate, dtype: object"
286,287,Jul,2,18:08:55,authorMacBook-Pro,symptomsd,215,,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,"263    E257
Name: EventId, dtype: object","263    __73-[NetworkAnalyticsEngine observeValueForKe...
Name: EventTemplate, dtype: object"
287,288,Jul,2,18:08:56,authorMacBook-Pro,kernel,0,,"ARPT: 661552.832561: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,","245    E364
Name: EventId, dtype: object","245    ARPT: <*> IOPMPowerSource Information: <*>  Sl...
Name: EventTemplate, dtype: object"
288,289,Jul,2,18:09:15,calvisitor-10-105-163-202,com.apple.CDScheduler,258,,Thermal pressure state: 0 Memory pressure state: 0,"11    E39
Name: EventId, dtype: object","11    Thermal pressure state: <*> Memory pressure st...
Name: EventTemplate, dtype: object"
289,290,Jul,2,18:23:33,calvisitor-10-105-163-202,locationd,82,,Location icon should now be in state 'Active',"412    E45
Name: EventId, dtype: object","412    Location icon should now be in state <*>
Name: EventTemplate, dtype: object"
290,291,Jul,2,18:35:12,calvisitor-10-105-163-202,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,"418    E83
Name: EventId, dtype: object","418    <*> - <*> = <*>
Name: EventTemplate, dtype: object"
291,292,Jul,2,18:35:12,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,"54    E113
Name: EventId, dtype: object","54    <*> - <*> = <*>
Name: EventTemplate, dtype: object"
292,293,Jul,2,18:35:13,authorMacBook-Pro,symptomsd,215,,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,"133    E306
Name: EventId, dtype: object","133    -[NetworkAnalyticsEngine _writeJournalRecord:f...
Name: EventTemplate, dtype: object"
