,LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate
363,364,Jun,25,19:25:30,combo,ftpd,32331.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
364,365,Jun,25,19:25:30,combo,ftpd,32330.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
365,366,Jun,25,19:25:31,combo,ftpd,32333.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:31 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
366,367,Jun,25,19:25:31,combo,ftpd,32332.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:31 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
367,368,Jun,25,19:25:31,combo,ftpd,32334.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:31 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
368,369,Jun,25,19:25:34,combo,ftpd,32335.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:34 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
369,370,Jun,26,04:04:17,combo,su(pam_unix),945.0,session opened for user cyrus by (uid=0),"27    E3
Name: EventId, dtype: object","27    <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
370,371,Jun,26,04:04:17,combo,su(pam_unix),945.0,session closed for user cyrus,"24    E4
Name: EventId, dtype: object","24    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
371,372,Jun,26,04:04:19,combo,cups,,cupsd shutdown succeeded,"10    E12
Name: EventId, dtype: object","10    <*> <*> <*>
Name: EventTemplate, dtype: object"
372,373,Jun,26,04:04:24,combo,cups,,cupsd startup succeeded,"10    E12
Name: EventId, dtype: object","10    <*> <*> <*>
Name: EventTemplate, dtype: object"
373,374,Jun,26,04:04:31,combo,syslogd 1.4.1,,restart.,"40    E13
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
374,375,Jun,26,04:04:31,combo,logrotate,,ALERT exited abnormally with [1],"20    E5
Name: EventId, dtype: object","20    <*>
Name: EventTemplate, dtype: object"
375,376,Jun,26,04:10:02,combo,su(pam_unix),1546.0,session opened for user news by (uid=0),"27    E3
Name: EventId, dtype: object","27    <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
376,377,Jun,26,04:10:04,combo,su(pam_unix),1546.0,session closed for user news,"24    E4
Name: EventId, dtype: object","24    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
377,378,Jun,27,04:02:47,combo,su(pam_unix),7031.0,session opened for user cyrus by (uid=0),"27    E3
Name: EventId, dtype: object","27    <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
378,379,Jun,27,04:02:48,combo,su(pam_unix),7031.0,session closed for user cyrus,"24    E4
Name: EventId, dtype: object","24    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
379,380,Jun,27,04:02:49,combo,logrotate,,ALERT exited abnormally with [1],"20    E5
Name: EventId, dtype: object","20    <*>
Name: EventTemplate, dtype: object"
380,381,Jun,27,04:08:56,combo,su(pam_unix),8269.0,session opened for user news by (uid=0),"27    E3
Name: EventId, dtype: object","27    <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
381,382,Jun,27,04:08:57,combo,su(pam_unix),8269.0,session closed for user news,"24    E4
Name: EventId, dtype: object","24    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
382,383,Jun,27,08:05:37,combo,sshd(pam_unix),8660.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,"2    E9
Name: EventId, dtype: object","2    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
383,384,Jun,27,08:05:39,combo,sshd(pam_unix),8664.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,"2    E9
Name: EventId, dtype: object","2    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
384,385,Jun,27,08:05:39,combo,sshd(pam_unix),8663.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,"2    E9
Name: EventId, dtype: object","2    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
385,386,Jun,27,08:05:39,combo,sshd(pam_unix),8662.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,"2    E9
Name: EventId, dtype: object","2    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
386,387,Jun,27,08:05:39,combo,sshd(pam_unix),8661.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,"2    E9
Name: EventId, dtype: object","2    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
387,388,Jun,28,04:03:15,combo,su(pam_unix),10735.0,session opened for user cyrus by (uid=0),"27    E3
Name: EventId, dtype: object","27    <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
388,389,Jun,28,04:03:16,combo,su(pam_unix),10735.0,session closed for user cyrus,"24    E4
Name: EventId, dtype: object","24    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
389,390,Jun,28,04:03:17,combo,logrotate,,ALERT exited abnormally with [1],"20    E5
Name: EventId, dtype: object","20    <*>
Name: EventTemplate, dtype: object"
390,391,Jun,28,04:09:00,combo,su(pam_unix),11106.0,session opened for user news by (uid=0),"27    E3
Name: EventId, dtype: object","27    <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
391,392,Jun,28,04:09:01,combo,su(pam_unix),11106.0,session closed for user news,"24    E4
Name: EventId, dtype: object","24    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
392,393,Jun,28,08:10:24,combo,sshd(pam_unix),11513.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,"2    E9
Name: EventId, dtype: object","2    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
393,394,Jun,28,08:10:24,combo,sshd(pam_unix),11517.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,"2    E9
Name: EventId, dtype: object","2    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
394,395,Jun,28,08:10:24,combo,sshd(pam_unix),11521.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,"2    E9
Name: EventId, dtype: object","2    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
395,396,Jun,28,08:10:24,combo,sshd(pam_unix),11510.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,"2    E9
Name: EventId, dtype: object","2    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
396,397,Jun,28,08:10:25,combo,sshd(pam_unix),11519.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,"2    E9
Name: EventId, dtype: object","2    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
397,398,Jun,28,08:10:26,combo,sshd(pam_unix),11514.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,"2    E9
Name: EventId, dtype: object","2    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
398,399,Jun,28,08:10:28,combo,sshd(pam_unix),11512.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,"2    E9
Name: EventId, dtype: object","2    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
399,400,Jun,28,08:10:29,combo,sshd(pam_unix),11509.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,"2    E9
Name: EventId, dtype: object","2    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
400,401,Jun,28,08:10:30,combo,sshd(pam_unix),11515.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,"2    E9
Name: EventId, dtype: object","2    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
401,402,Jun,28,20:58:46,combo,sshd(pam_unix),12665.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,"17    E18
Name: EventId, dtype: object","17    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
402,403,Jun,28,20:58:46,combo,sshd(pam_unix),12666.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,"17    E18
Name: EventId, dtype: object","17    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
403,404,Jun,28,20:58:47,combo,sshd(pam_unix),12669.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,"17    E18
Name: EventId, dtype: object","17    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
404,405,Jun,28,20:58:50,combo,sshd(pam_unix),12671.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,"17    E18
Name: EventId, dtype: object","17    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
405,406,Jun,28,20:58:52,combo,sshd(pam_unix),12673.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,"17    E18
Name: EventId, dtype: object","17    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
406,407,Jun,28,20:58:53,combo,sshd(pam_unix),12675.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,"17    E18
Name: EventId, dtype: object","17    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
407,408,Jun,28,20:58:53,combo,sshd(pam_unix),12677.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,"17    E18
Name: EventId, dtype: object","17    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
408,409,Jun,28,20:58:55,combo,sshd(pam_unix),12679.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,"17    E18
Name: EventId, dtype: object","17    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
409,410,Jun,28,20:58:55,combo,sshd(pam_unix),12681.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,"17    E18
Name: EventId, dtype: object","17    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
410,411,Jun,28,20:58:55,combo,sshd(pam_unix),12680.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,"17    E18
Name: EventId, dtype: object","17    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
411,412,Jun,28,21:42:46,combo,sshd(pam_unix),12756.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
412,413,Jun,28,21:42:46,combo,sshd(pam_unix),12756.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,"18    E0
Name: EventId, dtype: object","18    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
413,414,Jun,28,21:42:46,combo,sshd(pam_unix),12753.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
414,415,Jun,28,21:42:46,combo,sshd(pam_unix),12753.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,"18    E0
Name: EventId, dtype: object","18    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
415,416,Jun,28,21:42:46,combo,sshd(pam_unix),12752.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
416,417,Jun,28,21:42:46,combo,sshd(pam_unix),12752.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,"18    E0
Name: EventId, dtype: object","18    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
417,418,Jun,28,21:42:46,combo,sshd(pam_unix),12755.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
418,419,Jun,28,21:42:46,combo,sshd(pam_unix),12755.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,"18    E0
Name: EventId, dtype: object","18    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
419,420,Jun,28,21:42:46,combo,sshd(pam_unix),12754.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
420,421,Jun,28,21:42:46,combo,sshd(pam_unix),12754.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,"18    E0
Name: EventId, dtype: object","18    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
421,422,Jun,29,03:22:22,combo,ftpd,13262.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
422,423,Jun,29,03:22:22,combo,ftpd,13257.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
423,424,Jun,29,03:22:22,combo,ftpd,13261.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
424,425,Jun,29,03:22:22,combo,ftpd,13250.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
425,426,Jun,29,03:22:22,combo,ftpd,13252.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
426,427,Jun,29,03:22:22,combo,ftpd,13260.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
427,428,Jun,29,03:22:22,combo,ftpd,13259.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
428,429,Jun,29,03:22:22,combo,ftpd,13256.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
429,430,Jun,29,03:22:22,combo,ftpd,13258.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
430,431,Jun,29,03:22:22,combo,ftpd,13255.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
431,432,Jun,29,03:22:22,combo,ftpd,13254.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
432,433,Jun,29,03:22:22,combo,ftpd,13264.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
433,434,Jun,29,03:22:22,combo,ftpd,13251.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
434,435,Jun,29,03:22:22,combo,ftpd,13263.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
435,436,Jun,29,03:22:22,combo,ftpd,13245.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
436,437,Jun,29,03:22:22,combo,ftpd,13246.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
437,438,Jun,29,03:22:22,combo,ftpd,13244.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
438,439,Jun,29,03:22:22,combo,ftpd,13243.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
439,440,Jun,29,03:22:22,combo,ftpd,13249.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
440,441,Jun,29,03:22:22,combo,ftpd,13253.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
441,442,Jun,29,03:22:22,combo,ftpd,13247.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
442,443,Jun,29,03:22:22,combo,ftpd,13248.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
443,444,Jun,29,03:22:23,combo,ftpd,13265.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:23 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
444,445,Jun,29,04:03:10,combo,su(pam_unix),13665.0,session opened for user cyrus by (uid=0),"27    E3
Name: EventId, dtype: object","27    <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
445,446,Jun,29,04:03:11,combo,su(pam_unix),13665.0,session closed for user cyrus,"24    E4
Name: EventId, dtype: object","24    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
446,447,Jun,29,04:03:12,combo,logrotate,,ALERT exited abnormally with [1],"20    E5
Name: EventId, dtype: object","20    <*>
Name: EventTemplate, dtype: object"
447,448,Jun,29,04:09:29,combo,su(pam_unix),14891.0,session opened for user news by (uid=0),"27    E3
Name: EventId, dtype: object","27    <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
448,449,Jun,29,04:09:30,combo,su(pam_unix),14891.0,session closed for user news,"24    E4
Name: EventId, dtype: object","24    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
449,450,Jun,29,10:08:19,combo,sshd(pam_unix),15481.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,"5    E16
Name: EventId, dtype: object","5    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
450,451,Jun,29,10:08:19,combo,sshd(pam_unix),15477.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,"5    E16
Name: EventId, dtype: object","5    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
451,452,Jun,29,10:08:19,combo,sshd(pam_unix),15479.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,"5    E16
Name: EventId, dtype: object","5    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
452,453,Jun,29,10:08:19,combo,sshd(pam_unix),15478.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,"5    E16
Name: EventId, dtype: object","5    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
453,454,Jun,29,10:08:19,combo,sshd(pam_unix),15480.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,"5    E16
Name: EventId, dtype: object","5    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
454,455,Jun,29,10:08:19,combo,sshd(pam_unix),15476.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,"5    E16
Name: EventId, dtype: object","5    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
455,456,Jun,29,10:08:19,combo,sshd(pam_unix),15488.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,"5    E16
Name: EventId, dtype: object","5    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
456,457,Jun,29,10:08:20,combo,sshd(pam_unix),15490.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,"5    E16
Name: EventId, dtype: object","5    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
457,458,Jun,29,10:08:20,combo,sshd(pam_unix),15491.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,"5    E16
Name: EventId, dtype: object","5    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
458,459,Jun,29,10:08:20,combo,sshd(pam_unix),15492.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,"5    E16
Name: EventId, dtype: object","5    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
459,460,Jun,29,10:48:01,combo,ftpd,15547.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
460,461,Jun,29,10:48:01,combo,ftpd,15543.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
461,462,Jun,29,10:48:01,combo,ftpd,15546.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
462,463,Jun,29,10:48:01,combo,ftpd,15542.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
463,464,Jun,29,10:48:01,combo,ftpd,15544.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
464,465,Jun,29,10:48:01,combo,ftpd,15545.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
465,466,Jun,29,10:48:05,combo,ftpd,15548.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:05 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
466,467,Jun,29,10:48:06,combo,ftpd,15549.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
467,468,Jun,29,10:48:06,combo,ftpd,15550.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
468,469,Jun,29,10:48:06,combo,ftpd,15551.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
469,470,Jun,29,10:48:08,combo,ftpd,15552.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
470,471,Jun,29,10:48:08,combo,ftpd,15553.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
471,472,Jun,29,10:48:08,combo,ftpd,15554.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
472,473,Jun,29,10:48:10,combo,ftpd,15555.0,connection from 208.62.55.75 () at Wed Jun 29 10:48:10 2005,"23    E14
Name: EventId, dtype: object","23    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
