,LineId,Time,Component,Pid,Content,EventId,EventTemplate
361,362,20171223-22:17:22:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7064##548557##8661##16256##27286970,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
362,363,20171223-22:17:22:661,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127996,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
363,364,20171223-22:17:22:665,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
364,365,20171223-22:17:22:665,Step_StandReportReceiver,30002312,REPORT : 7064 5043 151310 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
365,366,20171223-22:17:22:849,Step_LSC,30002312,onStandStepChanged 3638,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
366,367,20171223-22:17:22:859,Step_LSC,30002312,onExtend:1514038643000 2 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
367,368,20171223-22:17:23:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7064##548557##8661##16256##27286970,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
368,369,20171223-22:17:23:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7066##548558##8661##16256##27287469,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
369,370,20171223-22:17:23:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128039,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
370,371,20171223-22:17:23:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
371,372,20171223-22:17:23:165,Step_StandReportReceiver,30002312,REPORT : 7066 5045 151353 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
372,373,20171223-22:17:23:348,Step_LSC,30002312,onStandStepChanged 3640,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
373,374,20171223-22:17:23:358,Step_LSC,30002312,onExtend:1514038644000 2 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
374,375,20171223-22:17:23:653,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7066##548558##8661##16256##27287469,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
375,376,20171223-22:17:23:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7068##548559##8661##16256##27287972,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
376,377,20171223-22:17:23:662,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128081,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
377,378,20171223-22:17:23:667,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
378,379,20171223-22:17:23:668,Step_StandReportReceiver,30002312,REPORT : 7068 5046 151396 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
379,380,20171223-22:17:23:851,Step_LSC,30002312,onStandStepChanged 3642,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
380,381,20171223-22:17:23:861,Step_LSC,30002312,onExtend:1514038644000 2 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
381,382,20171223-22:17:24:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7068##548559##8661##16256##27287972,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
382,383,20171223-22:17:24:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7070##548560##8661##16256##27288471,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
383,384,20171223-22:17:24:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128124,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
384,385,20171223-22:17:24:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
385,386,20171223-22:17:24:167,Step_StandReportReceiver,30002312,REPORT : 7070 5047 151439 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
386,387,20171223-22:17:24:348,Step_LSC,30002312,onStandStepChanged 3643,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
387,388,20171223-22:17:24:359,Step_LSC,30002312,onExtend:1514038645000 1 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
388,389,20171223-22:17:24:654,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7070##548560##8661##16256##27288471,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
389,390,20171223-22:17:24:654,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7071##548561##8661##16256##27288973,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
390,391,20171223-22:17:24:664,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128146,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
391,392,20171223-22:17:24:668,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
392,393,20171223-22:17:24:668,Step_StandReportReceiver,30002312,REPORT : 7071 5048 151460 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
393,394,20171223-22:17:24:848,Step_LSC,30002312,onStandStepChanged 3646,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
394,395,20171223-22:17:24:860,Step_LSC,30002312,onExtend:1514038645000 3 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
395,396,20171223-22:17:25:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7071##548561##8661##16256##27288973,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
396,397,20171223-22:17:25:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7074##548562##8661##16256##27289470,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
397,398,20171223-22:17:25:159,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128210,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
398,399,20171223-22:17:25:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
399,400,20171223-22:17:25:163,Step_StandReportReceiver,30002312,REPORT : 7074 5050 151525 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
400,401,20171223-22:17:27:855,Step_LSC,30002312,onStandStepChanged 3646,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
401,402,20171223-22:17:27:859,Step_LSC,30002312,onExtend:1514038648000 0 0 0,"13    E39
Name: EventId, dtype: object","13    <*> <*> 0 <*>
Name: EventTemplate, dtype: object"
402,403,20171223-22:17:28:156,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7074##548562##8661##16256##27289470,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
403,404,20171223-22:17:28:156,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7074##548563##8661##16256##27292475,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
404,405,20171223-22:17:28:166,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128210,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
405,406,20171223-22:17:28:170,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
406,407,20171223-22:17:44:849,Step_LSC,30002312,onStandStepChanged 3647,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
407,408,20171223-22:17:44:869,Step_LSC,30002312,onExtend:1514038665000 1 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
408,409,20171223-22:17:45:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7074##548563##8661##16256##27292475,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
409,410,20171223-22:17:45:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7075##548564##8661##16256##27309470,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
410,411,20171223-22:17:45:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128231,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
411,412,20171223-22:17:45:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
412,413,20171223-22:17:45:169,Step_StandReportReceiver,30002312,REPORT : 7075 5051 151546 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
413,414,20171223-22:17:45:348,Step_LSC,30002312,onStandStepChanged 3649,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
414,415,20171223-22:17:45:366,Step_LSC,30002312,onExtend:1514038666000 2 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
415,416,20171223-22:17:45:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7075##548564##8661##16256##27309470,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
416,417,20171223-22:17:45:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7077##548565##8661##16256##27309969,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
417,418,20171223-22:17:45:663,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128274,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
418,419,20171223-22:17:45:668,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
419,420,20171223-22:17:45:674,Step_StandReportReceiver,30002312,REPORT : 7077 5052 151589 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
420,421,20171223-22:17:45:851,Step_LSC,30002312,onStandStepChanged 3651,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
421,422,20171223-22:17:45:856,Step_LSC,30002312,onExtend:1514038666000 2 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
422,423,20171223-22:17:46:154,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7077##548565##8661##16256##27309969,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
423,424,20171223-22:17:46:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7079##548566##8661##16256##27310473,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
424,425,20171223-22:17:46:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128317,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
425,426,20171223-22:17:46:167,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
426,427,20171223-22:17:46:170,Step_StandReportReceiver,30002312,REPORT : 7079 5054 151632 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
427,428,20171223-22:17:46:349,Step_LSC,30002312,onStandStepChanged 3653,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
428,429,20171223-22:17:46:364,Step_LSC,30002312,onExtend:1514038667000 2 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
429,430,20171223-22:17:46:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7079##548566##8661##16256##27310473,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
430,431,20171223-22:17:46:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7081##548567##8661##16256##27310970,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
431,432,20171223-22:17:46:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128360,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
432,433,20171223-22:17:46:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
433,434,20171223-22:17:46:662,Step_StandReportReceiver,30002312,REPORT : 7081 5055 151675 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
434,435,20171223-22:17:46:848,Step_LSC,30002312,onStandStepChanged 3655,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
435,436,20171223-22:17:46:858,Step_LSC,30002312,onExtend:1514038667000 2 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
436,437,20171223-22:17:47:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7081##548567##8661##16256##27310970,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
437,438,20171223-22:17:47:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7083##548568##8661##16256##27311472,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
438,439,20171223-22:17:47:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128403,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
439,440,20171223-22:17:47:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
440,441,20171223-22:17:47:166,Step_StandReportReceiver,30002312,REPORT : 7083 5057 151717 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
441,442,20171223-22:17:47:349,Step_LSC,30002312,onStandStepChanged 3656,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
442,443,20171223-22:17:47:366,Step_LSC,30002312,onExtend:1514038668000 1 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
443,444,20171223-22:17:47:651,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7083##548568##8661##16256##27311472,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
444,445,20171223-22:17:47:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7084##548569##8661##16256##27311970,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
445,446,20171223-22:17:47:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128424,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
446,447,20171223-22:17:47:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
447,448,20171223-22:17:47:662,Step_StandReportReceiver,30002312,REPORT : 7084 5057 151739 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
448,449,20171223-22:17:47:848,Step_LSC,30002312,onStandStepChanged 3658,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
449,450,20171223-22:17:47:854,Step_LSC,30002312,onExtend:1514038668000 2 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
450,451,20171223-22:17:48:148,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7084##548569##8661##16256##27311970,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
451,452,20171223-22:17:48:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7086##548570##8661##16256##27312467,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
452,453,20171223-22:17:48:157,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128467,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
453,454,20171223-22:17:48:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
454,455,20171223-22:17:48:164,Step_StandReportReceiver,30002312,REPORT : 7086 5059 151782 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
455,456,20171223-22:17:48:348,Step_LSC,30002312,onStandStepChanged 3660,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
456,457,20171223-22:17:48:357,Step_LSC,30002312,onExtend:1514038669000 2 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
457,458,20171223-22:17:48:648,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7086##548570##8661##16256##27312467,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
458,459,20171223-22:17:48:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7088##548571##8661##16256##27312967,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
459,460,20171223-22:17:48:656,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128510,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
460,461,20171223-22:17:48:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
461,462,20171223-22:17:48:661,Step_StandReportReceiver,30002312,REPORT : 7088 5060 151824 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
462,463,20171223-22:17:48:848,Step_LSC,30002312,onStandStepChanged 3662,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
463,464,20171223-22:17:48:853,Step_LSC,30002312,onExtend:1514038669000 2 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
464,465,20171223-22:17:49:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7088##548571##8661##16256##27312967,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
465,466,20171223-22:17:49:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7090##548572##8661##16256##27313468,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
466,467,20171223-22:17:49:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128553,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
467,468,20171223-22:17:49:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
468,469,20171223-22:17:49:166,Step_StandReportReceiver,30002312,REPORT : 7090 5062 151867 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
469,470,20171223-22:17:49:353,Step_LSC,30002312,onStandStepChanged 3664,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
470,471,20171223-22:17:49:358,Step_LSC,30002312,onExtend:1514038670000 2 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
471,472,20171223-22:17:49:655,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7090##548572##8661##16256##27313468,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
472,473,20171223-22:17:49:655,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7092##548573##8661##16256##27313974,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
473,474,20171223-22:17:49:661,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128595,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
474,475,20171223-22:17:49:664,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
475,476,20171223-22:17:49:664,Step_StandReportReceiver,30002312,REPORT : 7092 5063 151910 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
476,477,20171223-22:17:49:848,Step_LSC,30002312,onStandStepChanged 3666,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
477,478,20171223-22:17:49:854,Step_LSC,30002312,onExtend:1514038670000 2 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
478,479,20171223-22:17:50:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7092##548573##8661##16256##27313974,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
479,480,20171223-22:17:50:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7094##548574##8661##16256##27314468,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
480,481,20171223-22:17:50:156,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128638,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
481,482,20171223-22:17:50:158,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
482,483,20171223-22:17:50:160,Step_StandReportReceiver,30002312,REPORT : 7094 5065 151953 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
483,484,20171223-22:17:50:348,Step_LSC,30002312,onStandStepChanged 3667,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
484,485,20171223-22:17:50:354,Step_LSC,30002312,onExtend:1514038671000 1 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
485,486,20171223-22:17:50:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7094##548574##8661##16256##27314468,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
486,487,20171223-22:17:50:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7095##548575##8661##16256##27314968,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
487,488,20171223-22:17:50:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128660,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
488,489,20171223-22:17:50:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
489,490,20171223-22:17:50:661,Step_StandReportReceiver,30002312,REPORT : 7095 5065 151974 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
490,491,20171223-22:17:50:849,Step_LSC,30002312,onStandStepChanged 3669,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
491,492,20171223-22:17:50:856,Step_LSC,30002312,onExtend:1514038671000 2 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
492,493,20171223-22:17:51:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7095##548575##8661##16256##27314968,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
493,494,20171223-22:17:51:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7097##548576##8661##16256##27315469,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
494,495,20171223-22:17:51:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128703,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
