,LineId,Date,Time,Level,Node,Component,Id,Content,EventId,EventTemplate
336,337,2015-07-29,"19:32:35,764",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:50354,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
337,338,2015-07-29,"19:32:39,216",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
338,339,2015-07-29,"19:32:42,355",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
339,340,2015-07-29,"19:32:42,357",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
340,341,2015-07-29,"19:32:42,443",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
341,342,2015-07-29,"19:32:42,557",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
342,343,2015-07-29,"19:32:49,036",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
343,344,2015-07-29,"19:32:49,042",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:48503,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
344,345,2015-07-29,"19:32:49,237",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
345,346,2015-07-29,"19:32:52,469",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
346,347,2015-07-29,"19:32:59,143",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:50434,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
347,348,2015-07-29,"19:33:02,398",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
348,349,2015-07-29,"19:33:02,398",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:48563,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
349,350,2015-07-29,"19:33:02,597",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
350,351,2015-07-29,"19:33:05,829",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
351,352,2015-07-29,"19:33:09,080",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
352,353,2015-07-29,"19:33:09,170",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
353,354,2015-07-29,"19:33:12,423",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:48609,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
354,355,2015-07-29,"19:33:12,618",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
355,356,2015-07-29,"19:33:12,627",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
356,357,2015-07-29,"19:33:13,727",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:48612,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
357,358,2015-07-29,"19:33:13,728",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
358,359,2015-07-29,"19:33:15,851",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
359,360,2015-07-29,"19:33:15,853",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
360,361,2015-07-29,"19:33:15,963",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
361,362,2015-07-29,"19:33:15,965",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:60717,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
362,363,2015-07-29,"19:33:19,190",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
363,364,2015-07-29,"19:33:19,298",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
364,365,2015-07-29,"19:33:19,303",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:60726,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
365,366,2015-07-29,"19:33:22,441",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
366,367,2015-07-29,"19:33:22,532",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:50526,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
367,368,2015-07-29,"19:33:23,749",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
368,369,2015-07-29,"19:33:25,872",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
369,370,2015-07-29,"19:33:25,873",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
370,371,2015-07-29,"19:33:25,983",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:60750,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
371,372,2015-07-29,"19:33:29,118",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
372,373,2015-07-29,"19:33:29,212",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
373,374,2015-07-29,"19:33:29,212",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:50546,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
374,375,2015-07-29,"19:33:29,326",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
375,376,2015-07-29,"19:33:32,459",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
376,377,2015-07-29,"19:33:32,552",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
377,378,2015-07-29,"19:33:35,800",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
378,379,2015-07-29,"19:33:35,894",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
379,380,2015-07-29,"19:33:39,140",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
380,381,2015-07-29,"19:33:39,344",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
381,382,2015-07-29,"19:33:42,574",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
382,383,2015-07-29,"19:33:42,575",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:50597,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
383,384,2015-07-29,"19:33:42,678",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
384,385,2015-07-29,"19:33:42,688",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
385,386,2015-07-29,"19:33:45,916",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
386,387,2015-07-29,"19:33:46,025",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
387,388,2015-07-29,"19:33:46,026",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
388,389,2015-07-29,"19:33:49,162",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
389,390,2015-07-29,"19:33:49,364",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:60834,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
390,391,2015-07-29,"19:33:52,594",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
391,392,2015-07-29,"19:33:52,595",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:50633,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
392,393,2015-07-29,"19:33:55,843",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
393,394,2015-07-29,"19:33:55,844",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
394,395,2015-07-29,"19:33:55,935",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
395,396,2015-07-29,"19:33:59,385",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
396,397,2015-07-29,"19:34:02,725",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
397,398,2015-07-29,"19:34:05,861",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
398,399,2015-07-29,"19:34:05,862",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:48814,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
399,400,2015-07-29,"19:34:05,863",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
400,401,2015-07-29,"19:34:05,863",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:48817,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
401,402,2015-07-29,"19:34:05,958",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
402,403,2015-07-29,"19:34:06,067",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
403,404,2015-07-29,"19:34:09,294",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
404,405,2015-07-29,"19:34:09,294",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
405,406,2015-07-29,"19:34:09,295",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
406,407,2015-07-29,"19:34:12,634",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
407,408,2015-07-29,"19:34:12,742",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
408,409,2015-07-29,"19:34:12,745",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:60918,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
409,410,2015-07-29,"19:34:12,747",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
410,411,2015-07-29,"19:34:15,884",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
411,412,2015-07-29,"19:34:15,884",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
412,413,2015-07-29,"19:34:16,089",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
413,414,2015-07-29,"19:34:26,102",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
414,415,2015-07-29,"19:34:29,246",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
415,416,2015-07-29,"19:34:29,447",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
416,417,2015-07-29,"19:34:29,448",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:60984,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
417,418,2015-07-29,"19:34:32,782",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
418,419,2015-07-29,"19:34:32,788",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:60996,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
419,420,2015-07-29,"19:34:39,358",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
420,421,2015-07-29,"19:34:42,809",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
421,422,2015-07-29,"19:34:46,038",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
422,423,2015-07-29,"19:34:46,038",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
423,424,2015-07-29,"19:34:49,487",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
424,425,2015-07-29,"19:34:52,717",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:50849,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
425,426,2015-07-29,"19:34:55,969",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:49023,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
426,427,2015-07-29,"19:35:02,651",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
427,428,2015-07-29,"19:35:02,846",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
428,429,2015-07-29,"19:35:05,992",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
429,430,2015-07-29,"19:35:06,078",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
430,431,2015-07-29,"19:35:09,326",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
431,432,2015-07-29,"19:35:09,526",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:32891,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
432,433,2015-07-29,"19:35:16,098",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
433,434,2015-07-29,"19:35:16,207",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
434,435,2015-07-29,"19:35:19,443",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
435,436,2015-07-29,"19:35:19,544",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:32924,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
436,437,2015-07-29,"19:35:22,888",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
437,438,2015-07-29,"19:35:29,368",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
438,439,2015-07-29,"19:35:29,372",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
439,440,2015-07-29,"19:35:29,458",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
440,441,2015-07-29,"19:35:36,142",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
441,442,2015-07-29,"19:35:42,928",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:33010,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
442,443,2015-07-29,"19:35:46,073",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:49204,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
443,444,2015-07-29,"19:35:49,417",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
444,445,2015-07-29,"19:35:49,417",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
445,446,2015-07-29,"19:35:49,498",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:51050,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
446,447,2015-07-29,"19:35:52,756",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
447,448,2015-07-29,"19:35:52,842",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
448,449,2015-07-29,"19:35:56,178",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
449,450,2015-07-29,"19:35:56,180",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
