,LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate
308,309,03-17,16:13:47.598,2227,2227,V,PhoneStatusBar,setLightsOn(true),"16    E115
Name: EventId, dtype: object","16    setLightsOn(true)
Name: EventTemplate, dtype: object"
309,310,03-17,16:13:47.599,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=508 newVal=508 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","52    E21
Name: EventId, dtype: object","52    setSystemUiVisibility vis=0 mask=1 <*> <*> dif...
Name: EventTemplate, dtype: object"
310,311,03-17,16:13:47.599,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=40000500 mask=ffffffff oldVal=508 newVal=40000500 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)","182    E10
Name: EventId, dtype: object","182    setSystemUiVisibility <*> mask=ffffffff <*> <*...
Name: EventTemplate, dtype: object"
311,312,03-17,16:13:47.600,2227,2227,I,PhoneStatusBar,cancelAutohide,"33    E98
Name: EventId, dtype: object","33    <*>
Name: EventTemplate, dtype: object"
312,313,03-17,16:13:47.600,2227,2227,I,PhoneStatusBar,"notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500","3    E65
Name: EventId, dtype: object","3    <*> <*>
Name: EventTemplate, dtype: object"
313,314,03-17,16:13:47.600,2227,2227,D,PhoneStatusBar,makeExpandedInvisible: mExpandedVisible=true,"100    E117
Name: EventId, dtype: object","100    makeExpandedInvisible: mExpandedVisible=true
Name: EventTemplate, dtype: object"
314,315,03-17,16:13:47.600,2227,2227,I,PanelView,closeQs,"137    E107
Name: EventId, dtype: object","137    <*>
Name: EventTemplate, dtype: object"
315,316,03-17,16:13:47.601,2227,2227,I,PanelView,cancelPeek: false,"10    E137
Name: EventId, dtype: object","10    cancelPeek: false
Name: EventTemplate, dtype: object"
316,317,03-17,16:13:47.601,2227,2227,I,PanelView,instantCollapse,"75    E157
Name: EventId, dtype: object","75    <*>
Name: EventTemplate, dtype: object"
317,318,03-17,16:13:47.601,2227,2227,I,PanelView,cancelPeek: false,"10    E137
Name: EventId, dtype: object","10    cancelPeek: false
Name: EventTemplate, dtype: object"
318,319,03-17,16:13:47.601,2227,2227,I,PanelView,closeQs,"137    E107
Name: EventId, dtype: object","137    <*>
Name: EventTemplate, dtype: object"
319,320,03-17,16:13:47.602,2227,2227,I,PhoneStatusBar,resumeSuspendedAutohide,"33    E98
Name: EventId, dtype: object","33    <*>
Name: EventTemplate, dtype: object"
320,321,03-17,16:13:47.603,2227,2227,D,PhoneStatusBar,disable: < expand icons* alerts system_info* back home recent clock navigationbar search quick_settings >,"157    E58
Name: EventId, dtype: object","157    disable: < expand <*> alerts <*> back home rec...
Name: EventTemplate, dtype: object"
321,322,03-17,16:13:47.631,1702,2555,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =123","22    E174
Name: EventId, dtype: object","22    cancelNotificationWithTag pid 28601,uid = 1011...
Name: EventTemplate, dtype: object"
322,323,03-17,16:13:47.631,1702,1702,I,NotificationManager,"cancelNotification,index:-1","143    E141
Name: EventId, dtype: object","143    cancelNotification,index:-1
Name: EventTemplate, dtype: object"
323,324,03-17,16:13:47.632,1702,1702,I,NotificationManager,"cancelNotification,index:-1","143    E141
Name: EventId, dtype: object","143    cancelNotification,index:-1
Name: EventTemplate, dtype: object"
324,325,03-17,16:13:47.638,1702,2618,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,"190    E56
Name: EventId, dtype: object","190    <*> caller <*> does not hold REAL_GET_TASKS; l...
Name: EventTemplate, dtype: object"
325,326,03-17,16:13:47.640,1702,3697,D,PowerManagerService,"release:lock=189667585, flg=0x0, tag=""*launch*"", name=android"", ws=WorkSource{10111}, uid=1000, pid=1702","81    E9
Name: EventId, dtype: object","81    release:lock=189667585, flg=0x0, tag=""*launch*...
Name: EventTemplate, dtype: object"
326,327,03-17,16:13:47.641,1702,3697,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
327,328,03-17,16:13:47.650,1702,17630,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =129","22    E174
Name: EventId, dtype: object","22    cancelNotificationWithTag pid 28601,uid = 1011...
Name: EventTemplate, dtype: object"
328,329,03-17,16:13:47.651,1702,1702,I,NotificationManager,"cancelNotification,index:-1","143    E141
Name: EventId, dtype: object","143    cancelNotification,index:-1
Name: EventTemplate, dtype: object"
329,330,03-17,16:13:47.681,1702,3694,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =135","22    E174
Name: EventId, dtype: object","22    cancelNotificationWithTag pid 28601,uid = 1011...
Name: EventTemplate, dtype: object"
330,331,03-17,16:13:47.691,1702,1737,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =140","22    E174
Name: EventId, dtype: object","22    cancelNotificationWithTag pid 28601,uid = 1011...
Name: EventTemplate, dtype: object"
331,332,03-17,16:13:47.694,1702,17632,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =144","22    E174
Name: EventId, dtype: object","22    cancelNotificationWithTag pid 28601,uid = 1011...
Name: EventTemplate, dtype: object"
332,333,03-17,16:13:47.695,1702,1702,I,NotificationManager,"cancelNotification,index:-1","143    E141
Name: EventId, dtype: object","143    cancelNotification,index:-1
Name: EventTemplate, dtype: object"
333,334,03-17,16:13:47.700,1702,1702,I,NotificationManager,"cancelNotification,index:-1","143    E141
Name: EventId, dtype: object","143    cancelNotification,index:-1
Name: EventTemplate, dtype: object"
334,335,03-17,16:13:47.700,1702,1702,I,NotificationManager,"cancelNotification,index:-1","143    E141
Name: EventId, dtype: object","143    cancelNotification,index:-1
Name: EventTemplate, dtype: object"
335,336,03-17,16:13:47.707,1702,27357,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =193","22    E174
Name: EventId, dtype: object","22    cancelNotificationWithTag pid 28601,uid = 1011...
Name: EventTemplate, dtype: object"
336,337,03-17,16:13:47.707,1702,1702,I,NotificationManager,"cancelNotification,index:-1","143    E141
Name: EventId, dtype: object","143    cancelNotification,index:-1
Name: EventTemplate, dtype: object"
337,338,03-17,16:13:47.709,1702,2113,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
338,339,03-17,16:13:47.709,1702,2113,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".","184    E102
Name: EventId, dtype: object","184    <*> suspend blocker ""PowerManagerService.WakeL...
Name: EventTemplate, dtype: object"
339,340,03-17,16:13:47.713,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0","56    E169
Name: EventId, dtype: object","56    updateClipping isOverlap:false, getTopPadding=...
Name: EventTemplate, dtype: object"
340,341,03-17,16:13:47.713,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false,"142    E97
Name: EventId, dtype: object","142    updateDimmedActivatedHideSensitive overlap:false
Name: EventTemplate, dtype: object"
341,342,03-17,16:13:47.735,2227,2227,V,PhoneStatusBar,setLightsOn(true),"16    E115
Name: EventId, dtype: object","16    setLightsOn(true)
Name: EventTemplate, dtype: object"
342,343,03-17,16:13:47.736,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","52    E21
Name: EventId, dtype: object","52    setSystemUiVisibility vis=0 mask=1 <*> <*> dif...
Name: EventTemplate, dtype: object"
343,344,03-17,16:13:47.743,2227,2794,W,KeyguardUpdateMonitor,registerCallback not in UI.,"94    E69
Name: EventId, dtype: object","94    registerCallback not in UI.
Name: EventTemplate, dtype: object"
344,345,03-17,16:13:47.743,2227,2794,W,KeyguardUpdateMonitor,android.util.AndroidRuntimeException: Must execute in UI,"91    E70
Name: EventId, dtype: object","91    android.util.AndroidRuntimeException: Must exe...
Name: EventTemplate, dtype: object"
345,346,03-17,16:13:47.743,2227,2794,V,KeyguardUpdateMonitor,*** unregister callback for com.android.systemui.statusbar.policy.KeyguardMonitor@712d093,"181    E37
Name: EventId, dtype: object","181    *** <*> callback for com.android.systemui.stat...
Name: EventTemplate, dtype: object"
346,347,03-17,16:13:47.810,2227,2227,V,PhoneStatusBar,setLightsOn(true),"16    E115
Name: EventId, dtype: object","16    setLightsOn(true)
Name: EventTemplate, dtype: object"
347,348,03-17,16:13:47.811,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","52    E21
Name: EventId, dtype: object","52    setSystemUiVisibility vis=0 mask=1 <*> <*> dif...
Name: EventTemplate, dtype: object"
348,349,03-17,16:13:47.931,2227,2227,V,PhoneStatusBar,setLightsOn(true),"16    E115
Name: EventId, dtype: object","16    setLightsOn(true)
Name: EventTemplate, dtype: object"
349,350,03-17,16:13:47.931,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","52    E21
Name: EventId, dtype: object","52    setSystemUiVisibility vis=0 mask=1 <*> <*> dif...
Name: EventTemplate, dtype: object"
350,351,03-17,16:13:47.943,2227,2227,V,PhoneStatusBar,setLightsOn(true),"16    E115
Name: EventId, dtype: object","16    setLightsOn(true)
Name: EventTemplate, dtype: object"
351,352,03-17,16:13:47.945,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","52    E21
Name: EventId, dtype: object","52    setSystemUiVisibility vis=0 mask=1 <*> <*> dif...
Name: EventTemplate, dtype: object"
352,353,03-17,16:13:48.009,1702,10454,W,ActivityManager,getTasks: caller 10113 does not hold REAL_GET_TASKS; limiting output,"190    E56
Name: EventId, dtype: object","190    <*> caller <*> does not hold REAL_GET_TASKS; l...
Name: EventTemplate, dtype: object"
353,354,03-17,16:13:48.019,2227,2227,V,PhoneStatusBar,setLightsOn(true),"16    E115
Name: EventId, dtype: object","16    setLightsOn(true)
Name: EventTemplate, dtype: object"
354,355,03-17,16:13:48.020,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","52    E21
Name: EventId, dtype: object","52    setSystemUiVisibility vis=0 mask=1 <*> <*> dif...
Name: EventTemplate, dtype: object"
355,356,03-17,16:13:48.032,1702,2639,I,WindowManager,Destroying surface Surface(name=com.tencent.qt.qtl/com.tencent.qt.qtl.activity.main.MainTabActivity) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.destroyOrSaveSurface:2201 com.android.server.wm.AppWindowToken.destroySurfaces:374 com.android.server.wm.AppWindowToken.notifyAppStopped:400 com.android.server.wm.WindowManagerService.notifyAppStopped:4869 com.android.server.am.ActivityStack.activityStoppedLocked:1393 com.android.server.am.ActivityManagerService.activityStopped:7690,"27    E3
Name: EventId, dtype: object","27    Destroying surface <*> called by com.android.s...
Name: EventTemplate, dtype: object"
356,357,03-17,16:13:48.552,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
357,358,03-17,16:13:48.553,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
358,359,03-17,16:13:48.553,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200","23    E68
Name: EventId, dtype: object","23    Animating brightness: target=38, rate=200
Name: EventTemplate, dtype: object"
359,360,03-17,16:13:49.927,1702,2618,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,"190    E56
Name: EventId, dtype: object","190    <*> caller <*> does not hold REAL_GET_TASKS; l...
Name: EventTemplate, dtype: object"
360,361,03-17,16:13:50.107,23650,23685,V,AudioManager,isMusicActive...,"45    E118
Name: EventId, dtype: object","45    <*>
Name: EventTemplate, dtype: object"
361,362,03-17,16:13:50.662,23650,23689,V,AudioManager,isMusicActive...,"45    E118
Name: EventId, dtype: object","45    <*>
Name: EventTemplate, dtype: object"
362,363,03-17,16:13:50.766,1702,3693,I,ActivityManager,"Start dump, calling from : pid=12782, uid=1000","151    E175
Name: EventId, dtype: object","151    Start dump, calling from : pid=12782, uid=1000
Name: EventTemplate, dtype: object"
363,364,03-17,16:13:51.865,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
364,365,03-17,16:13:51.866,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
365,366,03-17,16:13:51.866,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200","23    E68
Name: EventId, dtype: object","23    Animating brightness: target=38, rate=200
Name: EventTemplate, dtype: object"
366,367,03-17,16:13:54.046,1702,17633,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,"190    E56
Name: EventId, dtype: object","190    <*> caller <*> does not hold REAL_GET_TASKS; l...
Name: EventTemplate, dtype: object"
367,368,03-17,16:13:54.640,1702,8289,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,"190    E56
Name: EventId, dtype: object","190    <*> caller <*> does not hold REAL_GET_TASKS; l...
Name: EventTemplate, dtype: object"
368,369,03-17,16:13:54.676,1702,2107,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,"190    E56
Name: EventId, dtype: object","190    <*> caller <*> does not hold REAL_GET_TASKS; l...
Name: EventTemplate, dtype: object"
369,370,03-17,16:13:54.735,1702,2106,D,PowerManagerService,"acquire lock=237091223, flags=0x1, tag=""WiredAccessoryManager"", name=android, ws=null, uid=1000, pid=1702","72    E24
Name: EventId, dtype: object","72    acquire <*> flags=0x1, <*> name=android, ws=nu...
Name: EventTemplate, dtype: object"
370,371,03-17,16:13:54.736,1702,2106,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
371,372,03-17,16:13:54.736,1702,2106,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".","184    E102
Name: EventId, dtype: object","184    <*> suspend blocker ""PowerManagerService.WakeL...
Name: EventTemplate, dtype: object"
372,373,03-17,16:13:54.744,1702,1702,V,AudioManager,setWiredDeviceConnectionState  type: -2147483632  state: 0,"117    E142
Name: EventId, dtype: object","117    setWiredDeviceConnectionState  type: <*>  stat...
Name: EventTemplate, dtype: object"
373,374,03-17,16:13:54.745,1702,1702,D,PowerManagerService,"acquire lock=86152250, flags=0x1, tag=""handleAudioEvent"", name=android, ws=null, uid=1000, pid=1702","72    E24
Name: EventId, dtype: object","72    acquire <*> flags=0x1, <*> name=android, ws=nu...
Name: EventTemplate, dtype: object"
374,375,03-17,16:13:54.745,1702,1702,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
375,376,03-17,16:13:54.746,1702,1702,V,AudioManager,setWiredDeviceConnectionState  type: 4  state: 0,"117    E142
Name: EventId, dtype: object","117    setWiredDeviceConnectionState  type: <*>  stat...
Name: EventTemplate, dtype: object"
376,377,03-17,16:13:54.746,1702,1702,D,PowerManagerService,"release:lock=237091223, flg=0x0, tag=""WiredAccessoryManager"", name=android"", ws=null, uid=1000, pid=1702","6    E12
Name: EventId, dtype: object","6    <*> flg=0x0, <*> name=android"", ws=null, uid=1...
Name: EventTemplate, dtype: object"
377,378,03-17,16:13:54.747,1702,1702,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
378,379,03-17,16:13:54.754,23650,23689,V,AudioManager,isMusicActive...,"45    E118
Name: EventId, dtype: object","45    <*>
Name: EventTemplate, dtype: object"
379,380,03-17,16:13:54.877,1702,27357,D,ActivityManager,"ActivityManagerService,attachApplication,callingPid = 12787","153    E77
Name: EventId, dtype: object","153    ActivityManagerService,attachApplication,calli...
Name: EventTemplate, dtype: object"
380,381,03-17,16:13:55.046,1702,2395,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,"190    E56
Name: EventId, dtype: object","190    <*> caller <*> does not hold REAL_GET_TASKS; l...
Name: EventTemplate, dtype: object"
381,382,03-17,16:13:55.172,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
382,383,03-17,16:13:55.173,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
383,384,03-17,16:13:55.173,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200","23    E68
Name: EventId, dtype: object","23    Animating brightness: target=38, rate=200
Name: EventTemplate, dtype: object"
384,385,03-17,16:13:55.783,1702,2113,D,PowerManagerService,"acquire lock=219829192, flags=0x1, tag=""AudioMix"", name=audioserver, ws=null, uid=1041, pid=0","5    E25
Name: EventId, dtype: object","5    acquire <*> flags=0x1, tag=""AudioMix"", name=au...
Name: EventTemplate, dtype: object"
385,386,03-17,16:13:55.784,1702,2113,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
386,387,03-17,16:13:55.791,1702,2153,D,PowerManagerService,"release:lock=86152250, flg=0x0, tag=""handleAudioEvent"", name=android"", ws=null, uid=1000, pid=1702","6    E12
Name: EventId, dtype: object","6    <*> flg=0x0, <*> name=android"", ws=null, uid=1...
Name: EventTemplate, dtype: object"
387,388,03-17,16:13:55.793,1702,2153,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
388,389,03-17,16:13:55.800,28601,28601,V,AudioManager,isBluetoothA2dpOn...,"45    E118
Name: EventId, dtype: object","45    <*>
Name: EventTemplate, dtype: object"
389,390,03-17,16:13:55.804,23650,23689,V,AudioManager,isMusicActive...,"45    E118
Name: EventId, dtype: object","45    <*>
Name: EventTemplate, dtype: object"
390,391,03-17,16:13:55.813,28601,28601,V,AudioManager,isBluetoothScoOn...,"45    E118
Name: EventId, dtype: object","45    <*>
Name: EventTemplate, dtype: object"
391,392,03-17,16:13:55.821,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 0,"60    E139
Name: EventId, dtype: object","60    <*>  <*> <*>
Name: EventTemplate, dtype: object"
392,393,03-17,16:13:55.827,1702,17632,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
393,394,03-17,16:13:55.832,1702,1702,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
394,395,03-17,16:13:55.834,1702,1702,I,NotificationManager,"cancelNotification,index:-1","143    E141
Name: EventId, dtype: object","143    cancelNotification,index:-1
Name: EventTemplate, dtype: object"
395,396,03-17,16:13:55.836,1702,10454,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,"190    E56
Name: EventId, dtype: object","190    <*> caller <*> does not hold REAL_GET_TASKS; l...
Name: EventTemplate, dtype: object"
396,397,03-17,16:13:55.838,1702,3137,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,"190    E56
Name: EventId, dtype: object","190    <*> caller <*> does not hold REAL_GET_TASKS; l...
Name: EventTemplate, dtype: object"
397,398,03-17,16:13:55.839,1702,2639,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
398,399,03-17,16:13:55.867,1702,3693,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,"190    E56
Name: EventId, dtype: object","190    <*> caller <*> does not hold REAL_GET_TASKS; l...
Name: EventTemplate, dtype: object"
399,400,03-17,16:13:55.869,1702,14640,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,"190    E56
Name: EventId, dtype: object","190    <*> caller <*> does not hold REAL_GET_TASKS; l...
Name: EventTemplate, dtype: object"
400,401,03-17,16:13:55.875,1702,2250,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,"190    E56
Name: EventId, dtype: object","190    <*> caller <*> does not hold REAL_GET_TASKS; l...
Name: EventTemplate, dtype: object"
401,402,03-17,16:13:55.879,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 1,"135    E143
Name: EventId, dtype: object","135    getLastAudibleStreamVolume  treamType: 1
Name: EventTemplate, dtype: object"
402,403,03-17,16:13:55.882,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 2,"24    E144
Name: EventId, dtype: object","24    getLastAudibleStreamVolume  treamType: <*>
Name: EventTemplate, dtype: object"
403,404,03-17,16:13:55.883,1702,27353,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,"190    E56
Name: EventId, dtype: object","190    <*> caller <*> does not hold REAL_GET_TASKS; l...
Name: EventTemplate, dtype: object"
404,405,03-17,16:13:55.885,1702,2395,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
405,406,03-17,16:13:55.889,2227,2514,V,AudioManager,getDevicesForStream  streamType: 3,"169    E145
Name: EventId, dtype: object","169    <*>  <*> 3
Name: EventTemplate, dtype: object"
406,407,03-17,16:13:55.891,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 3,"169    E145
Name: EventId, dtype: object","169    <*>  <*> 3
Name: EventTemplate, dtype: object"
407,408,03-17,16:13:55.893,2227,2514,V,AudioManager,getDevicesForStream  streamType: 3,"169    E145
Name: EventId, dtype: object","169    <*>  <*> 3
Name: EventTemplate, dtype: object"
408,409,03-17,16:13:55.894,1702,2639,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,"190    E56
Name: EventId, dtype: object","190    <*> caller <*> does not hold REAL_GET_TASKS; l...
Name: EventTemplate, dtype: object"
409,410,03-17,16:13:55.896,1702,2113,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,"190    E56
Name: EventId, dtype: object","190    <*> caller <*> does not hold REAL_GET_TASKS; l...
Name: EventTemplate, dtype: object"
410,411,03-17,16:13:55.896,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 4,"110    E146
Name: EventId, dtype: object","110    getLastAudibleStreamVolume  treamType: <*>
Name: EventTemplate, dtype: object"
411,412,03-17,16:13:55.899,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 5,"110    E146
Name: EventId, dtype: object","110    getLastAudibleStreamVolume  treamType: <*>
Name: EventTemplate, dtype: object"
412,413,03-17,16:13:55.904,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 6,"107    E147
Name: EventId, dtype: object","107    getLastAudibleStreamVolume  treamType: 6
Name: EventTemplate, dtype: object"
413,414,03-17,16:13:55.906,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 7,"168    E148
Name: EventId, dtype: object","168    getLastAudibleStreamVolume  treamType: 7
Name: EventTemplate, dtype: object"
414,415,03-17,16:13:55.921,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 8,"24    E144
Name: EventId, dtype: object","24    getLastAudibleStreamVolume  treamType: <*>
Name: EventTemplate, dtype: object"
415,416,03-17,16:13:55.937,1702,1737,D,ActivityManager,cleanUpApplicationRecord -- 12025,"62    E119
Name: EventId, dtype: object","62    cleanUpApplicationRecord -- <*>
Name: EventTemplate, dtype: object"
416,417,03-17,16:13:55.937,1702,1737,I,ActivityManager,"cleanUpApplicationRecordLocked, pid: 12025, restart: false","87    E149
Name: EventId, dtype: object","87    cleanUpApplicationRecordLocked, pid: <*> resta...
Name: EventTemplate, dtype: object"
417,418,03-17,16:13:55.938,1702,1737,I,ActivityManager,"cleanUpApplicationRecordLocked, reset pid: 12025, euid: 0","71    E61
Name: EventId, dtype: object","71    cleanUpApplicationRecordLocked, reset pid: <*>...
Name: EventTemplate, dtype: object"
