,LineId,Date,Day,Time,Component,Pid,Content,EventId,EventTemplate
576,577,Dec,10,09:13:59,LabSZ,24531,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
577,578,Dec,10,09:14:01,LabSZ,24531,Failed password for root from 187.141.143.180 port 49674 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
578,579,Dec,10,09:14:01,LabSZ,24531,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
579,580,Dec,10,09:14:04,LabSZ,24533,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
580,581,Dec,10,09:14:04,LabSZ,24533,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
581,582,Dec,10,09:14:06,LabSZ,24533,Failed password for root from 187.141.143.180 port 50880 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
582,583,Dec,10,09:14:07,LabSZ,24533,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
583,584,Dec,10,09:14:09,LabSZ,24535,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
584,585,Dec,10,09:14:09,LabSZ,24535,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
585,586,Dec,10,09:14:11,LabSZ,24535,Failed password for root from 187.141.143.180 port 52176 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
586,587,Dec,10,09:14:12,LabSZ,24535,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
587,588,Dec,10,09:14:14,LabSZ,24537,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
588,589,Dec,10,09:14:14,LabSZ,24537,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
589,590,Dec,10,09:14:16,LabSZ,24537,Failed password for root from 187.141.143.180 port 53403 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
590,591,Dec,10,09:14:16,LabSZ,24537,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
591,592,Dec,10,09:14:19,LabSZ,24539,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
592,593,Dec,10,09:14:19,LabSZ,24539,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
593,594,Dec,10,09:14:21,LabSZ,24539,Failed password for root from 187.141.143.180 port 54560 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
594,595,Dec,10,09:14:22,LabSZ,24539,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
595,596,Dec,10,09:14:25,LabSZ,24541,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
596,597,Dec,10,09:14:25,LabSZ,24541,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
597,598,Dec,10,09:14:26,LabSZ,24541,Failed password for root from 187.141.143.180 port 55849 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
598,599,Dec,10,09:14:27,LabSZ,24541,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
599,600,Dec,10,09:14:30,LabSZ,24543,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
600,601,Dec,10,09:14:30,LabSZ,24543,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
601,602,Dec,10,09:14:32,LabSZ,24543,Failed password for root from 187.141.143.180 port 57037 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
602,603,Dec,10,09:14:32,LabSZ,24543,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
603,604,Dec,10,09:14:35,LabSZ,24545,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
604,605,Dec,10,09:14:35,LabSZ,24545,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
605,606,Dec,10,09:14:38,LabSZ,24545,Failed password for root from 187.141.143.180 port 58386 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
606,607,Dec,10,09:14:38,LabSZ,24545,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
607,608,Dec,10,09:14:41,LabSZ,24547,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
608,609,Dec,10,09:14:41,LabSZ,24547,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
609,610,Dec,10,09:14:43,LabSZ,24547,Failed password for root from 187.141.143.180 port 59705 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
610,611,Dec,10,09:14:43,LabSZ,24547,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
611,612,Dec,10,09:14:46,LabSZ,24549,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
612,613,Dec,10,09:14:46,LabSZ,24549,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
613,614,Dec,10,09:14:49,LabSZ,24549,Failed password for root from 187.141.143.180 port 60924 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
614,615,Dec,10,09:14:49,LabSZ,24549,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
615,616,Dec,10,09:14:52,LabSZ,24551,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
616,617,Dec,10,09:14:52,LabSZ,24551,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
617,618,Dec,10,09:14:54,LabSZ,24551,Failed password for root from 187.141.143.180 port 34001 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
618,619,Dec,10,09:14:54,LabSZ,24551,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
619,620,Dec,10,09:14:57,LabSZ,24553,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
620,621,Dec,10,09:14:57,LabSZ,24553,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
621,622,Dec,10,09:14:59,LabSZ,24553,Failed password for root from 187.141.143.180 port 35172 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
622,623,Dec,10,09:14:59,LabSZ,24553,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
623,624,Dec,10,09:15:02,LabSZ,24555,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
624,625,Dec,10,09:15:02,LabSZ,24555,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
625,626,Dec,10,09:15:04,LabSZ,24555,Failed password for root from 187.141.143.180 port 36419 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
626,627,Dec,10,09:15:04,LabSZ,24555,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
627,628,Dec,10,09:15:07,LabSZ,24557,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
628,629,Dec,10,09:15:07,LabSZ,24557,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
629,630,Dec,10,09:15:09,LabSZ,24557,Failed password for root from 187.141.143.180 port 37678 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
630,631,Dec,10,09:15:09,LabSZ,24557,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
631,632,Dec,10,09:15:12,LabSZ,24559,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
632,633,Dec,10,09:15:12,LabSZ,24559,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
633,634,Dec,10,09:15:14,LabSZ,24559,Failed password for root from 187.141.143.180 port 38937 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
634,635,Dec,10,09:15:15,LabSZ,24559,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
635,636,Dec,10,09:15:18,LabSZ,24561,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
636,637,Dec,10,09:15:18,LabSZ,24561,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
637,638,Dec,10,09:15:20,LabSZ,24561,Failed password for root from 187.141.143.180 port 40297 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
638,639,Dec,10,09:15:20,LabSZ,24561,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
639,640,Dec,10,09:15:23,LabSZ,24563,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
640,641,Dec,10,09:15:23,LabSZ,24563,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
641,642,Dec,10,09:15:25,LabSZ,24563,Failed password for root from 187.141.143.180 port 41667 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
642,643,Dec,10,09:15:26,LabSZ,24563,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
643,644,Dec,10,09:15:29,LabSZ,24565,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
644,645,Dec,10,09:15:29,LabSZ,24565,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
645,646,Dec,10,09:15:31,LabSZ,24565,Failed password for root from 187.141.143.180 port 42938 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
646,647,Dec,10,09:15:31,LabSZ,24565,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
647,648,Dec,10,09:15:34,LabSZ,24567,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
648,649,Dec,10,09:15:34,LabSZ,24567,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
649,650,Dec,10,09:15:36,LabSZ,24567,Failed password for root from 187.141.143.180 port 44414 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
650,651,Dec,10,09:15:37,LabSZ,24567,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
651,652,Dec,10,09:15:39,LabSZ,24569,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
652,653,Dec,10,09:15:39,LabSZ,24569,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
653,654,Dec,10,09:15:41,LabSZ,24569,Failed password for root from 187.141.143.180 port 45661 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
654,655,Dec,10,09:15:41,LabSZ,24569,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
655,656,Dec,10,09:15:44,LabSZ,24571,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
656,657,Dec,10,09:15:44,LabSZ,24571,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
657,658,Dec,10,09:15:47,LabSZ,24571,Failed password for root from 187.141.143.180 port 46878 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
658,659,Dec,10,09:15:47,LabSZ,24571,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
659,660,Dec,10,09:15:50,LabSZ,24573,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
660,661,Dec,10,09:15:50,LabSZ,24573,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
661,662,Dec,10,09:15:52,LabSZ,24573,Failed password for root from 187.141.143.180 port 48241 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
662,663,Dec,10,09:15:52,LabSZ,24573,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
663,664,Dec,10,09:15:55,LabSZ,24575,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
664,665,Dec,10,09:15:55,LabSZ,24575,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
665,666,Dec,10,09:15:57,LabSZ,24575,Failed password for root from 187.141.143.180 port 49494 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
666,667,Dec,10,09:15:57,LabSZ,24575,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
667,668,Dec,10,09:16:00,LabSZ,24577,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
668,669,Dec,10,09:16:00,LabSZ,24577,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
669,670,Dec,10,09:16:03,LabSZ,24577,Failed password for root from 187.141.143.180 port 50811 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
670,671,Dec,10,09:16:03,LabSZ,24577,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
671,672,Dec,10,09:16:06,LabSZ,24579,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
672,673,Dec,10,09:16:06,LabSZ,24579,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
673,674,Dec,10,09:16:08,LabSZ,24579,Failed password for root from 187.141.143.180 port 52212 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
674,675,Dec,10,09:16:08,LabSZ,24579,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
675,676,Dec,10,09:16:11,LabSZ,24581,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
676,677,Dec,10,09:16:11,LabSZ,24581,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
677,678,Dec,10,09:16:13,LabSZ,24581,Failed password for root from 187.141.143.180 port 53589 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
678,679,Dec,10,09:16:14,LabSZ,24581,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
679,680,Dec,10,09:16:17,LabSZ,24583,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,"16    E14
Name: EventId, dtype: object","16    reverse mapping checking getaddrinfo for <*> <...
Name: EventTemplate, dtype: object"
680,681,Dec,10,09:16:17,LabSZ,24583,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
