,LineId,Date,Time,Level,Component,Content,EventId,EventTemplate
604,605,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_21_3 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
605,606,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_21_2 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
606,607,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_21_1 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
607,608,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -104, init = 143, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
608,609,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 41, boot = -104, init = 145, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
609,610,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -106, init = 145, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
610,611,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -106, init = 145, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
611,612,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 43, boot = -104, init = 146, finish = 1","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
612,613,17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 16.0 (TID 671). 2163 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
613,614,17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 16.0 (TID 678). 2151 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
614,615,17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 16.0 (TID 679). 2163 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
615,616,17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 16.0 (TID 643). 2151 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
616,617,17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 16.0 (TID 657). 2163 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
617,618,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 692,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
618,619,17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 17.0 (TID 692),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
619,620,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 706,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
620,621,17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 17.0 (TID 706),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
621,622,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 716,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
622,623,17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 17.0 (TID 716),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
623,624,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 718,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
624,625,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 26,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
625,626,17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 17.0 (TID 718),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
626,627,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 719,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
627,628,17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 17.0 (TID 719),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
628,629,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_26_piece0 stored as bytes in memory (estimated size 5.8 KB, free 379.9 KB)","3    E10.0
Name: EventId, dtype: object","3    Block <*> stored as <*> in memory (estimated s...
Name: EventTemplate, dtype: object"
629,630,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 26 took 10 ms,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
630,631,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_26 stored as values in memory (estimated size 9.7 KB, free 389.6 KB)","3    E10.0
Name: EventId, dtype: object","3    Block <*> stored as <*> in memory (estimated s...
Name: EventTemplate, dtype: object"
631,632,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_0 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
632,633,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_4 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
633,634,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_3 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
634,635,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_2 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
635,636,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_1 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
636,637,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = -69, init = 110, finish = 1","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
637,638,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -71, init = 110, finish = 1","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
638,639,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -73, init = 111, finish = 1","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
639,640,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 44, boot = -72, init = 115, finish = 1","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
640,641,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = -71, init = 112, finish = 1","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
641,642,17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 17.0 (TID 719). 2156 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
642,643,17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 17.0 (TID 692). 2156 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
643,644,17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 17.0 (TID 716). 2156 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
644,645,17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 17.0 (TID 718). 2156 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
645,646,17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 17.0 (TID 706). 2156 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
646,647,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 722,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
647,648,17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 18.0 (TID 722),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
648,649,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 736,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
649,650,17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 18.0 (TID 736),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
650,651,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 750,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
651,652,17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 18.0 (TID 750),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
652,653,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 758,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
653,654,17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 18.0 (TID 758),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
654,655,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 27,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
655,656,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 759,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
656,657,17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 18.0 (TID 759),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
657,658,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_27_piece0 stored as bytes in memory (estimated size 5.4 KB, free 395.0 KB)","3    E10.0
Name: EventId, dtype: object","3    Block <*> stored as <*> in memory (estimated s...
Name: EventTemplate, dtype: object"
658,659,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 27 took 10 ms,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
659,660,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_27 stored as values in memory (estimated size 9.2 KB, free 404.2 KB)","3    E10.0
Name: EventId, dtype: object","3    Block <*> stored as <*> in memory (estimated s...
Name: EventTemplate, dtype: object"
660,661,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_0 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
661,662,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_4 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
662,663,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_3 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
663,664,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_2 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
664,665,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_1 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
665,666,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 38, boot = -77, init = 115, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
666,667,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 40, boot = -76, init = 115, finish = 1","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
667,668,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 40, boot = -75, init = 115, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
668,669,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 42, boot = -74, init = 115, finish = 1","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
669,670,17/06/09,20:10:56,INFO,executor.Executor,Finished task 4.0 in stage 18.0 (TID 759). 2087 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
670,671,17/06/09,20:10:56,INFO,executor.Executor,Finished task 0.0 in stage 18.0 (TID 722). 2087 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
671,672,17/06/09,20:10:56,INFO,executor.Executor,Finished task 3.0 in stage 18.0 (TID 758). 2087 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
672,673,17/06/09,20:10:56,INFO,executor.Executor,Finished task 1.0 in stage 18.0 (TID 736). 2087 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
673,674,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 42, boot = -74, init = 115, finish = 1","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
674,675,17/06/09,20:10:56,INFO,executor.Executor,Finished task 2.0 in stage 18.0 (TID 750). 2087 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
675,676,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 762,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
676,677,17/06/09,20:10:56,INFO,executor.Executor,Running task 0.0 in stage 19.0 (TID 762),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
677,678,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 776,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
678,679,17/06/09,20:10:56,INFO,executor.Executor,Running task 1.0 in stage 19.0 (TID 776),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
679,680,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 789,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
680,681,17/06/09,20:10:56,INFO,executor.Executor,Running task 2.0 in stage 19.0 (TID 789),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
681,682,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 798,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
682,683,17/06/09,20:10:56,INFO,executor.Executor,Running task 3.0 in stage 19.0 (TID 798),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
683,684,17/06/09,20:10:56,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 28,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
684,685,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 799,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
685,686,17/06/09,20:10:56,INFO,executor.Executor,Running task 4.0 in stage 19.0 (TID 799),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
686,687,17/06/09,20:10:56,INFO,storage.MemoryStore,"Block broadcast_28_piece0 stored as bytes in memory (estimated size 5.6 KB, free 409.8 KB)","3    E10.0
Name: EventId, dtype: object","3    Block <*> stored as <*> in memory (estimated s...
Name: EventTemplate, dtype: object"
687,688,17/06/09,20:10:56,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 28 took 9 ms,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
688,689,17/06/09,20:10:56,INFO,storage.MemoryStore,"Block broadcast_28 stored as values in memory (estimated size 9.8 KB, free 419.6 KB)","3    E10.0
Name: EventId, dtype: object","3    Block <*> stored as <*> in memory (estimated s...
Name: EventTemplate, dtype: object"
689,690,17/06/09,20:10:56,INFO,spark.CacheManager,"Partition rdd_26_0 not found, computing it","16    E11.0
Name: EventId, dtype: object","16    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
690,691,17/06/09,20:10:56,INFO,spark.CacheManager,"Partition rdd_26_4 not found, computing it","16    E11.0
Name: EventId, dtype: object","16    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
691,692,17/06/09,20:10:56,INFO,spark.CacheManager,"Partition rdd_26_3 not found, computing it","16    E11.0
Name: EventId, dtype: object","16    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
692,693,17/06/09,20:10:56,INFO,spark.CacheManager,"Partition rdd_26_2 not found, computing it","16    E11.0
Name: EventId, dtype: object","16    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
693,694,17/06/09,20:10:56,INFO,spark.CacheManager,"Partition rdd_26_1 not found, computing it","16    E11.0
Name: EventId, dtype: object","16    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
694,695,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_2_0 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
695,696,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_2_4 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
696,697,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_2_3 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
697,698,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_2_2 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
698,699,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_2_1 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
699,700,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 40, boot = -79, init = 119, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
700,701,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 41, boot = -82, init = 123, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
701,702,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 41, boot = -82, init = 123, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
702,703,17/06/09,20:10:56,INFO,storage.MemoryStore,"Block rdd_26_0 stored as bytes in memory (estimated size 16.0 B, free 419.6 KB)","3    E10.0
Name: EventId, dtype: object","3    Block <*> stored as <*> in memory (estimated s...
Name: EventTemplate, dtype: object"
703,704,17/06/09,20:10:56,INFO,storage.MemoryStore,"Block rdd_26_3 stored as bytes in memory (estimated size 16.0 B, free 419.6 KB)","3    E10.0
Name: EventId, dtype: object","3    Block <*> stored as <*> in memory (estimated s...
Name: EventTemplate, dtype: object"
704,705,17/06/09,20:10:56,INFO,storage.MemoryStore,"Block rdd_26_4 stored as bytes in memory (estimated size 16.0 B, free 419.6 KB)","3    E10.0
Name: EventId, dtype: object","3    Block <*> stored as <*> in memory (estimated s...
Name: EventTemplate, dtype: object"
705,706,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 41, boot = -67, init = 107, finish = 1","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
706,707,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 42, boot = -66, init = 107, finish = 1","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
707,708,17/06/09,20:10:56,INFO,storage.MemoryStore,"Block rdd_26_2 stored as bytes in memory (estimated size 16.0 B, free 419.7 KB)","3    E10.0
Name: EventId, dtype: object","3    Block <*> stored as <*> in memory (estimated s...
Name: EventTemplate, dtype: object"
708,709,17/06/09,20:10:56,INFO,storage.MemoryStore,"Block rdd_26_1 stored as bytes in memory (estimated size 16.0 B, free 419.7 KB)","3    E10.0
Name: EventId, dtype: object","3    Block <*> stored as <*> in memory (estimated s...
Name: EventTemplate, dtype: object"
709,710,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 38, boot = 23, init = 15, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
710,711,17/06/09,20:10:56,INFO,executor.Executor,Finished task 0.0 in stage 19.0 (TID 762). 2667 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
711,712,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 40, boot = 20, init = 20, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
712,713,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 41, boot = 23, init = 18, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
713,714,17/06/09,20:10:56,INFO,executor.Executor,Finished task 3.0 in stage 19.0 (TID 798). 2667 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
714,715,17/06/09,20:10:56,INFO,executor.Executor,Finished task 4.0 in stage 19.0 (TID 799). 2667 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
715,716,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 39, boot = 18, init = 21, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
716,717,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 39, boot = 18, init = 21, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
717,718,17/06/09,20:10:56,INFO,executor.Executor,Finished task 1.0 in stage 19.0 (TID 776). 2667 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
718,719,17/06/09,20:10:56,INFO,executor.Executor,Finished task 2.0 in stage 19.0 (TID 789). 2667 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
719,720,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 807,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
720,721,17/06/09,20:10:56,INFO,executor.Executor,Running task 0.0 in stage 20.0 (TID 807),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
721,722,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 821,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
722,723,17/06/09,20:10:56,INFO,executor.Executor,Running task 1.0 in stage 20.0 (TID 821),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
723,724,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 833,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
724,725,17/06/09,20:10:56,INFO,executor.Executor,Running task 2.0 in stage 20.0 (TID 833),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
725,726,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 838,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
726,727,17/06/09,20:10:56,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 29,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
727,728,17/06/09,20:10:56,INFO,executor.Executor,Running task 3.0 in stage 20.0 (TID 838),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
728,729,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 839,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
729,730,17/06/09,20:10:56,INFO,executor.Executor,Running task 4.0 in stage 20.0 (TID 839),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
